2.781775 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -1.570671 -3.075281 -1.570671 -1.570671 -1.570671 -3.443053 -1.437041 -0.876838 -1.388212 -0.876838 -0.876838 -3.075281 -0.876838 -0.876838 0.526400 -2.052115 -0.952589 -2.052115 -0.952589 -2.052115 -2.339911 -1.646422 -0.952589 -2.339911 2.270417 -0.952589 -0.952589 -2.052115 1.915867 -3.592919 -1.646422 -1.869702 -2.052115 -0.952589 -1.070524 -0.952589 -0.952589
2.287280 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.918697 -2.423307 -0.918697 -0.918697 -0.918697 -2.791079 -0.785068 -0.224864 -0.736238 -0.224864 -0.224864 -2.423307 -0.224864 -0.224864 2.374215 -1.237456 -0.137930 -1.237456 -0.137930 -1.237456 -1.525252 -0.831762 -0.137930 -1.525252 -0.389549 -0.137930 -0.137930 -1.237456 -0.400610 -2.778260 -0.831762 -1.055043 -1.237456 -0.137930 -0.255865 -0.137930 -0.137930
2.781775 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -1.570671 -3.075281 -1.570671 -1.570671 -1.570671 -3.443053 -1.437041 -0.876838 -1.388212 -0.876838 -0.876838 -3.075281 -0.876838 -0.876838 0.526338 -2.052177 -0.952651 -2.052177 -0.952651 -2.052177 -2.339974 -1.646484 -0.952651 -2.339974 -1.204270 -0.952651 -0.952651 -2.052177 1.915805 -3.592981 -1.646484 -1.869764 -2.052177 -0.952651 2.274922 -0.952651 -0.952651
2.287280 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.918697 -2.423307 -0.918697 -0.918697 -0.918697 -2.791079 -0.785068 -0.224864 -0.736238 -0.224864 -0.224864 -2.423307 -0.224864 -0.224864 2.374215 -1.237456 -0.137930 -1.237456 -0.137930 -1.237456 -1.525252 -0.831762 -0.137930 -1.525252 -0.389549 -0.137930 -0.137930 -1.237456 -0.400610 -2.778260 -0.831762 -1.055043 -1.237456 -0.137930 -0.255865 -0.137930 -0.137930
2.781775 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -1.570671 -3.075281 -1.570671 -1.570671 -1.570671 -3.443053 -1.437041 -0.876838 -1.388212 -0.876838 -0.876838 -3.075281 -0.876838 -0.876838 0.526400 -2.052115 -0.952589 -2.052115 -0.952589 -2.052115 -2.339911 -1.646422 -0.952589 -2.339911 2.270417 -0.952589 -0.952589 -2.052115 1.915867 -3.592919 -1.646422 -1.869702 -2.052115 -0.952589 -1.070524 -0.952589 -0.952589
2.860579 -1.091539 -1.091539 -1.091539 -1.091539 -1.091539 -1.091539 -1.091539 -1.091539 -1.785372 -3.289983 -1.785372 -1.785372 -1.785372 -3.657754 -1.651743 -1.091539 -1.602914 -1.091539 -1.091539 -3.289983 -1.091539 -1.091539 0.159463 -2.162559 -1.063033 -2.162559 -1.063033 -2.162559 -2.450355 -1.756865 -1.063033 -2.450355 1.882563 -1.063033 -1.063033 -2.162559 1.532193 -3.703363 -1.756865 -1.980146 -2.162559 -1.063033 1.888537 -1.063033 -1.063033
2.638327 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -1.296902 -2.801513 -1.296902 -1.296902 -1.296902 -3.169284 -1.163273 -0.603070 -1.114444 -0.603070 -0.603070 -2.801513 -0.603070 -0.603070 0.945777 -2.006011 -0.906484 -2.006011 -0.906484 -2.006011 -2.293807 -1.600317 -0.906484 -2.293807 -1.158104 -0.906484 -0.906484 -2.006011 -1.169165 -3.546815 -1.600317 -1.823598 -2.006011 -0.906484 2.714737 -0.906484 -0.906484
2.287280 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.918697 -2.423307 -0.918697 -0.918697 -0.918697 -2.791079 -0.785068 -0.224864 -0.736238 -0.224864 -0.224864 -2.423307 -0.224864 -0.224864 2.374215 -1.237456 -0.137930 -1.237456 -0.137930 -1.237456 -1.525252 -0.831762 -0.137930 -1.525252 -0.389549 -0.137930 -0.137930 -1.237456 -0.400610 -2.778260 -0.831762 -1.055043 -1.237456 -0.137930 -0.255865 -0.137930 -0.137930
1.430426 -1.836527 -1.836527 -1.836527 -1.836527 -1.836527 -1.836527 -1.836527 -1.836527 -2.530360 -4.034970 -2.530360 -2.530360 -2.530360 -4.402742 2.790306 -1.836527 -2.347901 -1.836527 -1.836527 -4.034970 -1.836527 -1.836527 0.214244 -2.788161 -1.688635 -2.788161 -1.688635 -2.788161 -3.075957 -2.382467 -1.688635 -3.075957 1.982426 -1.688635 -1.688635 -2.788161 1.623135 -4.328965 -2.382467 -2.605748 -2.788161 -1.688635 1.985402 -1.688635 -1.688635
-1.243846 1.479775 -1.994849 -1.994849 -1.994849 1.479775 1.202365 -1.994849 -1.994849 1.233998 -4.193293 -2.688682 -2.688682 1.516721 -4.561064 -0.010923 -1.994849 -2.506224 -1.994849 -1.994849 -4.193293 -1.994849 -1.994849 3.023057 -2.849150 -1.749624 -2.849150 -1.749624 -2.849150 -3.136946 -2.443456 -1.749624 -3.136946 -2.001243 -1.749624 -1.749624 -2.849150 -2.012304 -4.389954 -2.443456 -2.666737 -2.849150 -1.749624 -1.867559 -1.749624 -1.749624
1.152767 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -1.393327 -2.897937 -1.393327 -1.393327 -1.393327 -3.265709 2.479459 -0.699494 -1.210868 -0.699494 -0.699494 -2.897937 -0.699494 -0.699494 2.697061 -1.643862 -0.544335 -1.643862 -0.544335 -1.643862 -1.931658 -1.238168 -0.544335 -1.931658 -0.795955 -0.544335 -0.544335 -1.643862 -0.807016 -3.184666 -1.238168 -1.461449 -1.643862 -0.544335 -0.662271 -0.544335 -0.544335
1.152767 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -0.699494 -1.393327 -2.897937 -1.393327 -1.393327 -1.393327 -3.265709 2.479459 -0.699494 -1.210868 -0.699494 -0.699494 -2.897937 -0.699494 -0.699494 2.697061 -1.643862 -0.544335 -1.643862 -0.544335 -1.643862 -1.931658 -1.238168 -0.544335 -1.931658 -0.795955 -0.544335 -0.544335 -1.643862 -0.807016 -3.184666 -1.238168 -1.461449 -1.643862 -0.544335 -0.662271 -0.544335 -0.544335
1.396342 -1.579814 -1.579814 -1.579814 -1.579814 -1.579814 -1.579814 -1.579814 -1.579814 -2.273646 -3.778257 -2.273646 -2.273646 -2.273646 -4.146028 2.752679 -1.579814 -2.091188 -1.579814 -1.579814 -3.778257 -1.579814 -1.579814 0.611912 -2.662501 -1.562975 -2.662501 -1.562975 -2.662501 -2.950298 -2.256808 -1.562975 -2.950298 2.390809 -1.562975 -1.562975 -2.662501 2.029444 -4.203305 -2.256808 -2.480088 -2.662501 -1.562975 -1.680910 -1.562975 -1.562975
-1.796828 0.858998 -2.272139 0.858998 -2.272139 0.858998 0.585767 -2.272139 -2.272139 0.608478 -4.470582 -2.965972 -2.965972 0.889128 -4.838354 -2.832342 1.249800 1.071587 0.858998 -2.272139 -4.470582 -2.272139 -2.272139 3.056506 -3.185783 -2.086257 -3.185783 -2.086257 -3.185783 -3.473579 -2.780090 -2.086257 -3.473579 -2.337876 -2.086257 -2.086257 -3.185783 -2.348938 -4.726587 -2.780090 -3.003370 -3.185783 -2.086257 -2.204192 -2.086257 -2.086257
3.049964 -2.167285 -2.167285 -2.167285 -2.167285 -2.167285 -2.167285 -2.167285 -2.167285 -2.861117 -4.365728 -2.861117 -2.861117 -2.861117 -4.733499 -2.727488 -2.167285 -2.678659 -2.167285 -2.167285 -4.365728 -2.167285 -2.167285 -1.697843 -3.442571 -2.343044 -3.442571 -2.343044 -3.442571 -3.730367 -3.036877 -2.343044 1.456670 -0.050534 1.396112 1.396112 1.450125 -2.605725 -4.983375 -3.036877 1.213622 -3.442571 -2.343044 -0.039224 -2.343044 -2.343044
2.638327 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -0.603070 -1.296902 -2.801513 -1.296902 -1.296902 -1.296902 -3.169284 -1.163273 -0.603070 -1.114444 -0.603070 -0.603070 -2.801513 -0.603070 -0.603070 1.165533 -1.786255 -0.686728 -1.786255 -0.686728 -1.786255 -2.074051 -1.380561 -0.686728 -2.074051 -0.938348 -0.686728 -0.686728 -1.786255 2.572530 -3.327059 -1.380561 -1.603842 -1.786255 -0.686728 -0.804664 -0.686728 -0.686728
1.662116 -1.314040 -1.314040 -1.314040 -1.314040 -1.314040 -1.314040 -1.314040 -1.314040 -2.007873 -3.512483 -2.007873 -2.007873 -2.007873 -3.880255 2.599536 -1.314040 -1.825414 -1.314040 -1.314040 -3.512483 -1.314040 -1.314040 0.894510 -2.379903 -1.280377 -2.379903 -1.280377 -2.379903 -2.667700 -1.974210 -1.280377 -2.667700 -1.531996 -1.280377 -1.280377 -2.379903 2.312042 -3.920707 -1.974210 -2.197490 -2.379903 -1.280377 1.947196 -1.280377 -1.280377
2.781775 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -0.876838 -1.570671 -3.075281 -1.570671 -1.570671 -1.570671 -3.443053 -1.437041 -0.876838 -1.388212 -0.876838 -0.876838 -3.075281 -0.876838 -0.876838 0.526338 -2.052177 -0.952651 -2.052177 -0.952651 -2.052177 -2.339974 -1.646484 -0.952651 -2.339974 -1.204270 -0.952651 -0.952651 -2.052177 1.915805 -3.592981 -1.646484 -1.869764 -2.052177 -0.952651 2.274922 -0.952651 -0.952651
2.287280 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.224864 -0.918697 -2.423307 -0.918697 -0.918697 -0.918697 -2.791079 -0.785068 -0.224864 -0.736238 -0.224864 -0.224864 -2.423307 -0.224864 -0.224864 2.374215 -1.237456 -0.137930 -1.237456 -0.137930 -1.237456 -1.525252 -0.831762 -0.137930 -1.525252 -0.389549 -0.137930 -0.137930 -1.237456 -0.400610 -2.778260 -0.831762 -1.055043 -1.237456 -0.137930 -0.255865 -0.137930 -0.137930
