0.682518 -0.677378 0.501946 -0.111031 -0.317482 -0.054448 0.065846 0.065846 0.004446 0.322622 0.004446 -0.054448 -0.217947 -0.539875 0.004446 0.004446 -0.111031 0.004446 0.065846 -0.054448 0.065846
-0.086157 -0.446053 -0.266729 0.120294 -0.086157 0.176878 0.297172 0.297172 0.235771 -0.446053 0.235771 0.176878 0.013379 -0.308549 0.235771 0.235771 0.120294 0.235771 0.297172 0.176878 0.297172
-0.317482 -0.677378 0.501946 -0.111031 0.682518 -0.054448 0.065846 0.065846 0.004446 0.322622 0.004446 -0.054448 -0.217947 -0.539875 0.004446 0.004446 -0.111031 0.004446 0.065846 -0.054448 0.065846
-0.086157 -0.446053 -0.266729 0.120294 -0.086157 0.176878 0.297172 0.297172 0.235771 -0.446053 0.235771 0.176878 0.013379 -0.308549 0.235771 0.235771 0.120294 0.235771 0.297172 0.176878 0.297172
0.682518 -0.677378 0.501946 -0.111031 -0.317482 -0.054448 0.065846 0.065846 0.004446 0.322622 0.004446 -0.054448 -0.217947 -0.539875 0.004446 0.004446 -0.111031 0.004446 0.065846 -0.054448 0.065846
0.579424 -0.780472 0.398852 -0.214125 0.579424 -0.157541 -0.037247 -0.037247 -0.098648 0.541456 -0.098648 -0.157541 -0.321040 -0.642968 -0.098648 -0.098648 -0.214125 -0.098648 -0.037247 -0.157541 -0.037247
-0.206451 -0.566347 -0.387023 -0.000000 0.793549 0.056584 0.176878 0.176878 0.115477 0.018616 0.115477 0.056584 -0.106915 -0.428843 0.115477 0.115477 -0.000000 0.115477 0.176878 0.056584 0.176878
-0.086157 -0.446053 -0.266729 0.120294 -0.086157 0.176878 0.297172 0.297172 0.235771 -0.446053 0.235771 0.176878 0.013379 -0.308549 0.235771 0.235771 0.120294 0.235771 0.297172 0.176878 0.297172
0.812914 -0.546981 0.632342 -0.565597 0.812914 -0.509014 -0.388719 -0.388719 -0.450120 0.189984 -0.450120 -0.509014 -0.672512 1.327488 -0.450120 -0.450120 -0.565597 -0.450120 -0.388719 -0.509014 -0.388719
-0.847997 1.114035 -1.028569 -0.641546 -0.847997 -0.584963 -0.464668 -0.464668 -0.526069 -1.207893 0.473931 0.415037 0.836501 -0.070389 -0.526069 -0.526069 0.943416 0.473931 -0.464668 -0.584963 -0.464668
-0.206451 0.018616 -0.387023 -0.000000 -0.206451 0.056584 0.176878 0.176878 0.115477 -0.566347 0.115477 0.056584 -0.106915 0.571157 0.115477 0.115477 -0.000000 0.115477 0.176878 0.056584 0.176878
-0.206451 0.018616 -0.387023 -0.000000 -0.206451 0.056584 0.176878 0.176878 0.115477 -0.566347 0.115477 0.056584 -0.106915 0.571157 0.115477 0.115477 -0.000000 0.115477 0.176878 0.056584 0.176878
0.977974 -0.381922 0.797401 -0.400538 -0.606989 -0.343954 -0.223660 -0.223660 -0.285061 0.033115 -0.285061 -0.343954 -0.507453 1.170619 -0.285061 -0.285061 -0.400538 -0.285061 -0.223660 -0.343954 -0.223660
-1.117184 1.330275 -1.297756 -0.910733 -1.117184 -0.854149 -0.733855 -0.733855 -0.795255 -1.477079 0.204745 0.145851 0.567315 -1.339576 0.204745 0.204745 0.674230 0.204745 -0.733855 0.730813 0.266145
-0.177305 -1.537200 -1.357877 1.351074 -0.177305 1.085730 0.206024 0.206024 0.729586 1.369690 -0.855376 -0.914270 -1.077769 -1.399697 -0.855376 -0.855376 -0.970854 -0.855376 -0.793976 -0.914270 -0.793976
-0.206451 -0.566347 0.612977 -0.000000 -0.206451 0.056584 0.176878 0.176878 0.115477 0.018616 0.115477 0.056584 -0.106915 -0.428843 0.115477 0.115477 -0.000000 0.115477 0.176878 0.056584 0.176878
-0.516791 -0.291724 0.887599 -0.310340 0.483209 -0.253757 -0.133462 -0.133462 -0.194863 0.123313 -0.194863 -0.253757 -0.417255 0.845779 -0.194863 -0.194863 -0.310340 -0.194863 -0.133462 -0.253757 -0.133462
-0.317482 -0.677378 0.501946 -0.111031 0.682518 -0.054448 0.065846 0.065846 0.004446 0.322622 0.004446 -0.054448 -0.217947 -0.539875 0.004446 0.004446 -0.111031 0.004446 0.065846 -0.054448 0.065846
-0.086157 -0.446053 -0.266729 0.120294 -0.086157 0.176878 0.297172 0.297172 0.235771 -0.446053 0.235771 0.176878 0.013379 -0.308549 0.235771 0.235771 0.120294 0.235771 0.297172 0.176878 0.297172
-0.847997 1.114035 -1.028569 -0.641546 -0.847997 -0.584963 -0.464668 -0.464668 -0.526069 -1.207893 -0.526069 0.415037 0.836501 -0.070389 0.473931 0.473931 -0.641546 -0.526069 0.535332 0.415037 -0.464668
-0.086157 -0.446053 -0.266729 0.120294 -0.086157 0.176878 0.297172 0.297172 0.235771 -0.446053 0.235771 0.176878 0.013379 -0.308549 0.235771 0.235771 0.120294 0.235771 0.297172 0.176878 0.297172
-0.086157 -0.446053 -0.266729 0.120294 -0.086157 0.176878 0.297172 0.297172 0.235771 -0.446053 0.235771 0.176878 0.013379 -0.308549 0.235771 0.235771 0.120294 0.235771 0.297172 0.176878 0.297172
