step,train_mb_loss,train_mb_mle,train_mb_smoothed_1.0,train_mb_backoff_0.25,dev_loss,dev_smoothed_1.0,dev_backoff_0.25,time,batch_size,lr,num_iter
100,1.1973222494125366,1.1322266922431288,1.1412544569119074,0.9981615464041363,1.7503526210784912,1.5270070457874685,1.3927729315804598,0:00:00.212574,32,0.01,1763
200,2.0759754180908203,1.8199522650481348,1.8275105009731005,1.6908019404574295,2.0670506954193115,1.5270070457874685,1.3927729315804598,0:00:00.208622,32,0.01,1763
300,2.0490832328796387,1.6258309150921464,1.6302627018416183,1.5002951096518404,1.8619236946105957,1.5270070457874685,1.3927729315804598,0:00:00.206745,32,0.01,1763
400,3.001112222671509,2.2104882312979086,2.2133210634796843,2.077595892463519,1.9406193494796753,1.5270070457874685,1.3927729315804598,0:00:00.201871,32,0.01,1763
500,2.0033161640167236,1.5607052917297315,1.566850344362142,1.4250370608162704,1.8848603963851929,1.5270070457874685,1.3927729315804598,0:00:00.223047,32,0.01,1763
600,1.5174503326416016,1.4373756682056338,1.4455396754129473,1.3149492542398327,1.8788783550262451,1.5270070457874685,1.3927729315804598,0:00:00.200517,32,0.01,1763
700,1.7868573665618896,1.565617484825269,1.5746677847485002,1.42601104197471,1.7347710132598877,1.5270070457874685,1.3927729315804598,0:00:00.200633,32,0.01,1763
800,1.873382568359375,1.477419736188596,1.4852073405523432,1.3591357600495437,1.784346580505371,1.5270070457874685,1.3927729315804598,0:00:00.201287,32,0.01,1763
900,2.265460968017578,1.547034725010891,1.5517395335784991,1.4278800717608997,1.8004266023635864,1.5270070457874685,1.3927729315804598,0:00:00.198272,32,0.01,1763
1000,1.8273991346359253,1.4855204639377595,1.4908105800139815,1.364411046389486,1.898666262626648,1.5270070457874685,1.3927729315804598,0:00:00.220890,32,0.01,1763
1100,1.9793636798858643,1.9894273578787287,1.9940602948219488,1.8552349867027387,1.7334767580032349,1.5270070457874685,1.3927729315804598,0:00:00.197810,32,0.01,1763
1200,2.3684639930725098,1.9885812807085121,1.9961414040608787,1.860558927271881,2.0449342727661133,1.5270070457874685,1.3927729315804598,0:00:00.198526,32,0.01,1763
1300,1.2031502723693848,0.9752980972450624,0.9875350179549051,0.8525942977161166,1.8224549293518066,1.5270070457874685,1.3927729315804598,0:00:00.198454,32,0.01,1763
1400,2.0165178775787354,1.4932335486428807,1.500729806444616,1.3773782425122787,1.7728720903396606,1.5270070457874685,1.3927729315804598,0:00:00.200404,32,0.01,1763
1500,2.1045641899108887,1.3055993091533,1.3131008677106373,1.1815540668621647,1.995895504951477,1.5270070457874685,1.3927729315804598,0:00:00.199588,32,0.01,1763
1600,1.7694861888885498,1.6596972874744185,1.6652738112151435,1.5277511964351147,1.7899733781814575,1.5270070457874685,1.3927729315804598,0:00:00.220269,32,0.01,1763
1700,2.144874095916748,1.7596051131144566,1.7652119205039272,1.6368784092962396,2.262511968612671,1.5270070457874685,1.3927729315804598,0:00:00.199362,32,0.01,1763
0,3.6204464435577393,1.3150082465606476,1.3213496198764785,1.189257858439969,3.503471612930298,1.5270070457874685,1.3927729315804598,0:00:00.068662,32,0.001,1763
100,1.4775830507278442,1.3907014012962782,1.3955577062430575,1.2747655310149415,1.658198356628418,1.5270070457874685,1.3927729315804598,0:00:00.208717,32,0.001,1763
200,1.4206202030181885,1.3627783228116153,1.3695822084418456,1.2482966617189741,1.6299155950546265,1.5270070457874685,1.3927729315804598,0:00:00.206596,32,0.001,1763
300,1.3817298412322998,1.3702777718983155,1.377977132915408,1.2498360655027259,1.6102750301361084,1.5270070457874685,1.3927729315804598,0:00:00.201622,32,0.001,1763
400,2.0913286209106445,1.8761348339099015,1.881323971485184,1.7438585017779709,1.6268291473388672,1.5270070457874685,1.3927729315804598,0:00:00.224288,32,0.001,1763
500,1.6203854084014893,1.4230504863412532,1.4307666122620348,1.2991203775243598,1.6079511642456055,1.5270070457874685,1.3927729315804598,0:00:00.201304,32,0.001,1763
600,1.8269480466842651,1.692556307275075,1.6972152760304298,1.564165142065605,1.6269845962524414,1.5270070457874685,1.3927729315804598,0:00:00.201522,32,0.001,1763
700,1.340782642364502,1.372753289795234,1.3820041242796464,1.24982999591113,1.5968903303146362,1.5270070457874685,1.3927729315804598,0:00:00.198925,32,0.001,1763
800,1.8418188095092773,1.7289082326620762,1.7354861389499678,1.597084898086739,1.6253035068511963,1.5270070457874685,1.3927729315804598,0:00:00.200279,32,0.001,1763
900,1.684686303138733,1.6431077081397,1.6481403790505815,1.5193312248311943,1.5944300889968872,1.5270070457874685,1.3927729315804598,0:00:00.221678,32,0.001,1763
1000,1.3425291776657104,1.2622338022589452,1.2704786080205013,1.144864710950481,1.612962245941162,1.5270070457874685,1.3927729315804598,0:00:00.198736,32,0.001,1763
1100,1.627546787261963,1.5177396618622165,1.5249773991489353,1.399436971357828,1.6413965225219727,1.5270070457874685,1.3927729315804598,0:00:00.203528,32,0.001,1763
1200,1.2309610843658447,1.2393313798022956,1.2493253627168155,1.119348695887517,1.622807502746582,1.5270070457874685,1.3927729315804598,0:00:00.198691,32,0.001,1763
1300,1.8591597080230713,1.6987056187273304,1.705356792250052,1.5718898585114403,1.5980619192123413,1.5270070457874685,1.3927729315804598,0:00:00.198275,32,0.001,1763
1400,1.8690351247787476,1.7650876557456734,1.7703783114110365,1.6465519704227458,1.608998417854309,1.5270070457874685,1.3927729315804598,0:00:00.201981,32,0.001,1763
1500,1.513128399848938,1.4982899295401422,1.5061799064264632,1.3746337901649661,1.5917333364486694,1.5270070457874685,1.3927729315804598,0:00:00.222636,32,0.001,1763
1600,1.7512736320495605,1.7570783279994115,1.7654162946570457,1.6205700321539647,1.6105469465255737,1.5270070457874685,1.3927729315804598,0:00:00.199357,32,0.001,1763
1700,1.435560703277588,1.3733737803106978,1.3827209162310505,1.250859855360118,1.6022536754608154,1.5270070457874685,1.3927729315804598,0:00:00.199928,32,0.001,1763
0,4.175501823425293,1.5705519495754299,1.578437431075123,1.4360314009836075,3.8662760257720947,1.5270070457874685,1.3927729315804598,0:00:00.069172,32,0.0001,1763
100,1.973957896232605,1.3502588871903,1.3580085925196632,1.2279745783488707,2.024709701538086,1.5270070457874685,1.3927729315804598,0:00:00.212868,32,0.0001,1763
200,1.4629088640213013,1.0786438928887947,1.0925732663620251,0.9460774014756986,1.8350080251693726,1.5270070457874685,1.3927729315804598,0:00:00.233525,32,0.0001,1763
300,1.6107144355773926,1.4600060482354664,1.4720923714183611,1.3326187481143283,1.7688766717910767,1.5270070457874685,1.3927729315804598,0:00:00.207400,32,0.0001,1763
400,1.6864850521087646,1.5494684946991057,1.5550493897750706,1.4317300050406465,1.7341580390930176,1.5270070457874685,1.3927729315804598,0:00:00.210358,32,0.0001,1763
500,1.8121851682662964,1.6917012604197066,1.700110617868929,1.5689907351314942,1.7117944955825806,1.5270070457874685,1.3927729315804598,0:00:00.210889,32,0.0001,1763
600,1.4456591606140137,1.233553367024511,1.2428256528348047,1.115167981635992,1.6868853569030762,1.5270070457874685,1.3927729315804598,0:00:00.211355,32,0.0001,1763
700,1.484605312347412,1.3368378846583546,1.345163553567332,1.208812530925964,1.6664183139801025,1.5270070457874685,1.3927729315804598,0:00:00.209032,32,0.0001,1763
800,1.4700517654418945,1.3725506887110075,1.3832787132862365,1.2433478973321412,1.6533156633377075,1.5270070457874685,1.3927729315804598,0:00:00.234212,32,0.0001,1763
900,1.5952584743499756,1.5350093142168215,1.5418170254562646,1.3953429102059076,1.642470359802246,1.5270070457874685,1.3927729315804598,0:00:00.200044,32,0.0001,1763
1000,1.3406720161437988,1.3249297663503619,1.3311841936944715,1.1950536296417618,1.6310606002807617,1.5270070457874685,1.3927729315804598,0:00:00.197994,32,0.0001,1763
1100,1.280700445175171,1.2474615987380282,1.2533215565595277,1.121711446745672,1.6266226768493652,1.5270070457874685,1.3927729315804598,0:00:00.199156,32,0.0001,1763
1200,1.454330325126648,1.4837886403417446,1.4899046044103272,1.3544781181421965,1.6248153448104858,1.5270070457874685,1.3927729315804598,0:00:00.203235,32,0.0001,1763
1300,1.5035181045532227,1.5734412020724364,1.579929617141953,1.4539446930097693,1.6200910806655884,1.5270070457874685,1.3927729315804598,0:00:00.200154,32,0.0001,1763
1400,1.7808845043182373,1.8108610685329842,1.820104493570138,1.6816100498221798,1.615108609199524,1.5270070457874685,1.3927729315804598,0:00:00.220279,32,0.0001,1763
1500,1.9390347003936768,1.7503940471891568,1.757337117835631,1.6388538663281342,1.614019513130188,1.5270070457874685,1.3927729315804598,0:00:00.200524,32,0.0001,1763
1600,1.6962171792984009,1.703785740669016,1.710824059128504,1.5791576187498473,1.613681674003601,1.5270070457874685,1.3927729315804598,0:00:00.197335,32,0.0001,1763
1700,1.4703317880630493,1.3205792108812648,1.3270831450137774,1.2056163154983204,1.6106362342834473,1.5270070457874685,1.3927729315804598,0:00:00.198354,32,0.0001,1763
0,3.7452003955841064,1.6890239828233877,1.6968015347807193,1.5676722755148715,38.524356842041016,1.5270070457874685,1.3927729315804598,0:00:00.067918,64,0.1,881
100,9.860448837280273,1.6796155045661498,1.6854919837776017,1.5509501829231958,8.073452949523926,1.5270070457874685,1.3927729315804598,0:00:00.236831,64,0.1,881
200,8.130069732666016,1.6991107271204662,1.7082164702408635,1.5759030675275802,6.169187068939209,1.5270070457874685,1.3927729315804598,0:00:00.202835,64,0.1,881
300,11.168798446655273,1.7939237053318196,1.7999081623717434,1.6676581284490002,12.316388130187988,1.5270070457874685,1.3927729315804598,0:00:00.198119,64,0.1,881
400,8.040108680725098,1.423384819734143,1.4339217176027483,1.2955690302726761,10.556427955627441,1.5270070457874685,1.3927729315804598,0:00:00.201677,64,0.1,881
500,10.17711067199707,1.4291705021536913,1.435963199501344,1.3063832815820593,11.330920219421387,1.5270070457874685,1.3927729315804598,0:00:00.202616,64,0.1,881
600,7.1352691650390625,1.4355539863181472,1.4436771317615327,1.3016647372254413,6.745572566986084,1.5270070457874685,1.3927729315804598,0:00:00.198499,64,0.1,881
700,10.864080429077148,1.7430971365818708,1.747491970758672,1.6144204532440813,11.22130012512207,1.5270070457874685,1.3927729315804598,0:00:00.221850,64,0.1,881
800,9.720993041992188,1.470560934539591,1.4795302125154826,1.3465437311368758,9.663458824157715,1.5270070457874685,1.3927729315804598,0:00:00.204008,64,0.1,881
0,2.6762797832489014,1.1822435916273977,1.1963955594325795,1.0579444166965104,3.5474460124969482,1.5270070457874685,1.3927729315804598,0:00:00.071070,64,0.01,881
100,1.3849467039108276,1.3026741676345126,1.3089847773391015,1.1733795053313616,1.8278685808181763,1.5270070457874685,1.3927729315804598,0:00:00.209190,64,0.01,881
200,1.7498631477355957,1.6075279906928288,1.613247520795059,1.475983589424043,1.7255131006240845,1.5270070457874685,1.3927729315804598,0:00:00.202708,64,0.01,881
300,2.132948637008667,1.3538746024271862,1.3620102687989253,1.2232633373591029,1.9592936038970947,1.5270070457874685,1.3927729315804598,0:00:00.200427,64,0.01,881
400,1.8833155632019043,1.6238944512730848,1.631714146552641,1.501642060945184,1.659817099571228,1.5270070457874685,1.3927729315804598,0:00:00.229075,64,0.01,881
500,1.5685216188430786,1.404978189923645,1.4185381115604354,1.2854322985448554,1.6810188293457031,1.5270070457874685,1.3927729315804598,0:00:00.199972,64,0.01,881
600,2.0816385746002197,1.8859409325094219,1.892181017930689,1.7589230107344507,1.6983695030212402,1.5270070457874685,1.3927729315804598,0:00:00.200365,64,0.01,881
700,1.9645026922225952,1.7332534812372637,1.7390657976166035,1.6140310081766192,1.7045320272445679,1.5270070457874685,1.3927729315804598,0:00:00.199096,64,0.01,881
800,1.5898182392120361,1.446951501071182,1.4480634657720823,1.3249368677834246,1.725274920463562,1.5270070457874685,1.3927729315804598,0:00:00.202429,64,0.01,881
0,4.561314582824707,1.3540916393468916,1.3658587453957671,1.2280789160304193,4.103067398071289,1.5270070457874685,1.3927729315804598,0:00:00.095780,64,0.001,881
100,1.7009177207946777,1.6413331745780921,1.6475609014413002,1.5129122136531472,1.6374003887176514,1.5270070457874685,1.3927729315804598,0:00:00.213059,64,0.001,881
200,1.8164844512939453,1.7005041079946142,1.7059573952645952,1.577304804265749,1.6414979696273804,1.5270070457874685,1.3927729315804598,0:00:00.210421,64,0.001,881
300,1.5084197521209717,1.4167083812966506,1.4225355913387887,1.2925142380289987,1.5974973440170288,1.5270070457874685,1.3927729315804598,0:00:00.210092,64,0.001,881
400,1.7440896034240723,1.656416521008596,1.6619249889793328,1.5227541430269556,1.599524736404419,1.5270070457874685,1.3927729315804598,0:00:00.211490,64,0.001,881
500,1.4288923740386963,1.3804661299412537,1.387856991647702,1.2567289996745654,1.5909525156021118,1.5270070457874685,1.3927729315804598,0:00:00.212225,64,0.001,881
600,1.4592946767807007,1.303049538971743,1.3108258844399123,1.1841955624594316,1.6029027700424194,1.5270070457874685,1.3927729315804598,0:00:00.231455,64,0.001,881
700,1.9595426321029663,1.7775146416479173,1.7842176015206168,1.6484568228332015,1.6027573347091675,1.5270070457874685,1.3927729315804598,0:00:00.211048,64,0.001,881
800,1.6149183511734009,1.5017793083965567,1.5106247146760599,1.3751543586501653,1.5919246673583984,1.5270070457874685,1.3927729315804598,0:00:00.213556,64,0.001,881
0,4.649418830871582,1.3556022383457684,1.3633597395890438,1.2250893857333136,4.551199913024902,1.5270070457874685,1.3927729315804598,0:00:00.072361,64,0.0001,881
100,2.5408544540405273,1.5773540339555827,1.5829351484467782,1.4470501977295223,2.559617519378662,1.5270070457874685,1.3927729315804598,0:00:00.211503,64,0.0001,881
200,2.0349326133728027,1.5818975190746802,1.5896558267177565,1.460288473612767,1.9593169689178467,1.5270070457874685,1.3927729315804598,0:00:00.224788,64,0.0001,881
300,1.8221368789672852,1.4353860094743014,1.4494968713956007,1.3140852250296304,1.7936254739761353,1.5270070457874685,1.3927729315804598,0:00:00.202997,64,0.0001,881
400,1.9139419794082642,1.8029439666428295,1.808433403227717,1.6682301947899998,1.728218674659729,1.5270070457874685,1.3927729315804598,0:00:00.201735,64,0.0001,881
500,1.6771142482757568,1.5267958686964638,1.5341160201100217,1.3991741498544439,1.6932640075683594,1.5270070457874685,1.3927729315804598,0:00:00.203800,64,0.0001,881
600,1.7888355255126953,1.6129947439640078,1.618966581689591,1.4834414543448953,1.6704835891723633,1.5270070457874685,1.3927729315804598,0:00:00.202686,64,0.0001,881
700,1.5381853580474854,1.4538238005710686,1.4611790908275843,1.3235179918521762,1.6539226770401,1.5270070457874685,1.3927729315804598,0:00:00.202328,64,0.0001,881
800,1.9296518564224243,1.8117066421196233,1.8186346456558997,1.6914633051840886,1.643614649772644,1.5270070457874685,1.3927729315804598,0:00:00.221889,64,0.0001,881
0,3.557335376739502,1.5984493126760502,1.6076605228852443,1.474358119831354,19.69685935974121,1.5270070457874685,1.3927729315804598,0:00:00.068169,128,0.1,440
100,8.740094184875488,1.559222685884636,1.5653406462738615,1.4349794435490724,8.6178560256958,1.5270070457874685,1.3927729315804598,0:00:00.216943,128,0.1,440
200,4.991924285888672,1.5962777094358285,1.6034405642464113,1.4664757785079685,3.5941195487976074,1.5270070457874685,1.3927729315804598,0:00:00.215197,128,0.1,440
300,7.418033599853516,1.3466896444503735,1.3591094597830828,1.2213658713400353,8.762909889221191,1.5270070457874685,1.3927729315804598,0:00:00.215734,128,0.1,440
400,4.83227014541626,1.5100906708066648,1.5189193297871868,1.3833212901464713,5.801179885864258,1.5270070457874685,1.3927729315804598,0:00:00.240052,128,0.1,440
0,3.234280586242676,1.4458940225148569,1.454246285468769,1.3192938665067477,3.5077898502349854,1.5270070457874685,1.3927729315804598,0:00:00.070252,128,0.01,440
100,1.8318947553634644,1.5259832603926367,1.5343072637560502,1.3980080103019736,1.6843843460083008,1.5270070457874685,1.3927729315804598,0:00:00.216979,128,0.01,440
200,1.9123015403747559,1.64050294219222,1.647399679592234,1.5152016141753657,1.934444546699524,1.5270070457874685,1.3927729315804598,0:00:00.216734,128,0.01,440
300,1.93108069896698,1.6345532089229677,1.6420999324965626,1.5070508386700419,1.7443187236785889,1.5270070457874685,1.3927729315804598,0:00:00.215577,128,0.01,440
400,1.8090970516204834,1.5592186251692688,1.5668875751249483,1.435284073589271,1.6805858612060547,1.5270070457874685,1.3927729315804598,0:00:00.216451,128,0.01,440
0,3.6910817623138428,1.4961051534332581,1.5035879988504282,1.3703066074383523,3.45308780670166,1.5270070457874685,1.3927729315804598,0:00:00.094783,128,0.001,440
100,1.6062228679656982,1.500696545915908,1.5073521533660073,1.3749685309621689,1.634875774383545,1.5270070457874685,1.3927729315804598,0:00:00.217523,128,0.001,440
200,1.5606852769851685,1.4432273918980516,1.4566559809661968,1.3170782352069754,1.619634747505188,1.5270070457874685,1.3927729315804598,0:00:00.206818,128,0.001,440
300,1.4805184602737427,1.4211464253862944,1.4282515685607466,1.2952746176069851,1.5988068580627441,1.5270070457874685,1.3927729315804598,0:00:00.205651,128,0.001,440
400,1.6058306694030762,1.492908110544043,1.499701372598198,1.372893840646169,1.5925253629684448,1.5270070457874685,1.3927729315804598,0:00:00.209355,128,0.001,440
0,5.005537986755371,1.3639304966657455,1.371172167965613,1.2312018575328945,4.85130500793457,1.5270070457874685,1.3927729315804598,0:00:00.071219,128,0.0001,440
100,2.82149076461792,1.6229120082722184,1.629427738299995,1.4987172254267873,2.8375747203826904,1.5270070457874685,1.3927729315804598,0:00:00.244068,128,0.0001,440
200,2.1475090980529785,1.676162542295114,1.68209508439012,1.5468497466789728,2.0407516956329346,1.5270070457874685,1.3927729315804598,0:00:00.217255,128,0.0001,440
300,1.6414439678192139,1.3711670140818457,1.3775925941029092,1.2399309076502352,1.8128756284713745,1.5270070457874685,1.3927729315804598,0:00:00.216276,128,0.0001,440
400,1.689852237701416,1.5506363987313216,1.5569543413333156,1.4210678181171004,1.7315425872802734,1.5270070457874685,1.3927729315804598,0:00:00.215985,128,0.0001,440
0,4.9143385887146,1.3963166126549464,1.4031380456359779,1.2712595778896112,33.37287139892578,1.5270070457874685,1.3927729315804598,0:00:00.069883,256,0.1,220
100,6.707536697387695,1.5492290290390909,1.559940736389204,1.425998950005046,6.042198657989502,1.5270070457874685,1.3927729315804598,0:00:00.251659,256,0.1,220
200,7.96280574798584,1.5509885018086353,1.559951660676206,1.4258177246070831,6.089359760284424,1.5270070457874685,1.3927729315804598,0:00:00.220121,256,0.1,220
0,4.365059852600098,1.5204914153324307,1.5307620051295656,1.3937697995817568,2.8875927925109863,1.5270070457874685,1.3927729315804598,0:00:00.069969,256,0.01,220
100,1.7447530031204224,1.6007141353375356,1.6092834359695707,1.473158458011692,1.6026387214660645,1.5270070457874685,1.3927729315804598,0:00:00.228753,256,0.01,220
200,1.725874423980713,1.6251251919819316,1.636203273895523,1.4970060306884336,1.6346373558044434,1.5270070457874685,1.3927729315804598,0:00:00.221967,256,0.01,220
0,3.1274149417877197,1.5157064442141652,1.5219908301286038,1.3894079251640112,2.7716286182403564,1.5270070457874685,1.3927729315804598,0:00:00.071380,256,0.001,220
100,1.7738057374954224,1.6967442625674423,1.7026076962591266,1.5649561156408482,1.613216519355774,1.5270070457874685,1.3927729315804598,0:00:00.256094,256,0.001,220
200,1.639878273010254,1.5868661338195613,1.593388008488757,1.457138839312353,1.5912011861801147,1.5270070457874685,1.3927729315804598,0:00:00.215811,256,0.001,220
0,4.557731628417969,1.5140271516079762,1.5272994133911642,1.3892923222948546,4.590482234954834,1.5270070457874685,1.3927729315804598,0:00:00.069341,256,0.0001,220
100,2.4864509105682373,1.5066764392091594,1.515209617907549,1.3818448505096188,2.5264956951141357,1.5270070457874685,1.3927729315804598,0:00:00.225667,256,0.0001,220
200,1.9381189346313477,1.611833567614974,1.620263864051595,1.4829787249169866,1.8972526788711548,1.5270070457874685,1.3927729315804598,0:00:00.227751,256,0.0001,220
0,3.5714125633239746,1.5458821790788608,1.5550814243454714,1.4176548234735074,32.71456527709961,1.5270070457874685,1.3927729315804598,0:00:00.096038,512,0.1,110
100,7.366205215454102,1.4690702954767842,1.4777233083117718,1.33922342870777,5.958076477050781,1.5270070457874685,1.3927729315804598,0:00:00.238898,512,0.1,110
0,4.609975814819336,1.5036584275278446,1.5129825329784012,1.3782314624344363,3.1365246772766113,1.5270070457874685,1.3927729315804598,0:00:00.069965,512,0.01,110
100,1.5951026678085327,1.4909692794829088,1.4998870006937373,1.3658785682642458,1.5925978422164917,1.5270070457874685,1.3927729315804598,0:00:00.242875,512,0.01,110
0,4.822139739990234,1.5280531020518198,1.535553298064038,1.400549910384175,4.416868209838867,1.5270070457874685,1.3927729315804598,0:00:00.071405,512,0.001,110
100,1.5948976278305054,1.5100987883182322,1.5180564422921896,1.3827480718245289,1.6112418174743652,1.5270070457874685,1.3927729315804598,0:00:00.258643,512,0.001,110
0,3.426980495452881,1.4095166395691079,1.4185962296635153,1.2835261172847694,3.4223575592041016,1.5270070457874685,1.3927729315804598,0:00:00.071424,512,0.0001,110
100,1.968839406967163,1.4723415712490693,1.4803137058584115,1.348257617585497,1.9750585556030273,1.5270070457874685,1.3927729315804598,0:00:00.239953,512,0.0001,110
0,3.9928786754608154,1.5525151455960906,1.5595884680329182,1.4253079058206877,36.05706024169922,1.5270070457874685,1.3927729315804598,0:00:00.069314,1024,0.1,55
0,3.8202896118164062,1.5105525812713358,1.5186570174821092,1.384677933373749,2.7929599285125732,1.5270070457874685,1.3927729315804598,0:00:00.072511,1024,0.01,55
0,3.711660861968994,1.4170271888513064,1.4250878843373018,1.2897079370779252,3.3918755054473877,1.5270070457874685,1.3927729315804598,0:00:00.071735,1024,0.001,55
0,5.005049705505371,1.4497169540242811,1.4584731175905459,1.3230063679348616,4.911093711853027,1.5270070457874685,1.3927729315804598,0:00:00.074567,1024,0.0001,55
0,3.2188382148742676,1.4969709392696744,1.5051690919418217,1.3713287828843415,21.64402198791504,1.5270070457874685,1.3927729315804598,0:00:00.105829,2048,0.1,27
0,3.7189369201660156,1.5288927029083097,1.5366173818229139,1.4031492600340487,3.2432658672332764,1.5270070457874685,1.3927729315804598,0:00:00.077607,2048,0.01,27
0,3.9309334754943848,1.5135826396152154,1.5222891084678687,1.3884989951163618,3.550412893295288,1.5270070457874685,1.3927729315804598,0:00:00.099324,2048,0.001,27
0,2.6798667907714844,1.5176472091631394,1.5256299643053417,1.3923961789560229,2.674746513366699,1.5270070457874685,1.3927729315804598,0:00:00.081637,2048,0.0001,27
0,4.043481349945068,1.5220363908297918,1.5298276008105602,1.3953545532774776,29.02716827392578,1.5270070457874685,1.3927729315804598,0:00:00.117039,4096,0.1,13
0,4.4338178634643555,1.5360394004962792,1.5436490512111767,1.4107969123467015,3.60334849357605,1.5270070457874685,1.3927729315804598,0:00:00.086913,4096,0.01,13
0,5.004367828369141,1.5300901843252266,1.5383923607785646,1.4029600442948047,3.7974650859832764,1.5270070457874685,1.3927729315804598,0:00:00.084741,4096,0.001,13
0,3.4620604515075684,1.5353352117066823,1.543504050368476,1.4089641289951358,3.4157650470733643,1.5270070457874685,1.3927729315804598,0:00:00.109344,4096,0.0001,13
