step,train_mb_loss,train_mb_mle,train_mb_smoothed_1.0,train_mb_backoff_0.25,dev_loss,dev_smoothed_1.0,dev_backoff_0.25,dev_unseen_c_loss,dev_unseen_c_smoothed_1.0,dev_unseen_c_backoff_0.25,time,batch_size,lr,num_iter
1500,2.2646865844726562,1.902487078149004,1.914528465434851,1.784176196540066,3.4956157207489014,2.6061801668856037,2.4800672832361443,3.1611335277557373,2.687873155431058,2.5588229950016923,0:00:00.197808,32,0.1,1763
1600,1.9004546403884888,1.5837947693217265,1.5970509610531536,1.4472962244902325,3.1989920139312744,2.6061801668856037,2.4800672832361443,2.8259975910186768,2.687873155431058,2.5588229950016923,0:00:00.198768,32,0.1,1763
1700,1.1558821201324463,0.963520556522639,0.985550130642084,0.8431305152052707,3.46494197845459,2.6061801668856037,2.4800672832361443,2.9335482120513916,2.687873155431058,2.5588229950016923,0:00:00.196957,32,0.1,1763
0,3.789292335510254,1.6131939547204626,1.6253430445625987,1.482446728039714,3.781078815460205,2.6061801668856037,2.4800672832361443,3.651406764984131,2.687873155431058,2.5588229950016923,0:00:00.092835,32,0.01,1763
100,1.6195976734161377,1.4283733442594826,1.4431953862185682,1.299896377419724,2.8019163608551025,2.6061801668856037,2.4800672832361443,2.88664174079895,2.687873155431058,2.5588229950016923,0:00:00.212437,32,0.01,1763
200,1.5158401727676392,1.4552410837522143,1.4719425187178437,1.3300085896806049,2.7795913219451904,2.6061801668856037,2.4800672832361443,2.84903883934021,2.687873155431058,2.5588229950016923,0:00:00.198710,32,0.01,1763
300,1.6103168725967407,1.392396950522546,1.409274758058976,1.2510658570255357,2.788886785507202,2.6061801668856037,2.4800672832361443,2.8498308658599854,2.687873155431058,2.5588229950016923,0:00:00.199734,32,0.01,1763
400,1.673315167427063,1.5665078265096368,1.5770166666395158,1.445170151388409,2.7185919284820557,2.6061801668856037,2.4800672832361443,2.827322244644165,2.687873155431058,2.5588229950016923,0:00:00.194676,32,0.01,1763
500,1.8302654027938843,1.7213707762565935,1.734907317209792,1.5960935047499991,2.663748264312744,2.6061801668856037,2.4800672832361443,2.8182270526885986,2.687873155431058,2.5588229950016923,0:00:00.198146,32,0.01,1763
600,1.8437578678131104,1.7739651518988147,1.779546501169623,1.652115772504601,2.7622711658477783,2.6061801668856037,2.4800672832361443,2.805204391479492,2.687873155431058,2.5588229950016923,0:00:00.223057,32,0.01,1763
700,1.34232759475708,1.3061825283452142,1.3219161869007032,1.189473336985152,2.809572696685791,2.6061801668856037,2.4800672832361443,2.8145360946655273,2.687873155431058,2.5588229950016923,0:00:00.199164,32,0.01,1763
800,1.874436378479004,1.7115056021213222,1.7229171254214102,1.581136843501921,2.827981948852539,2.6061801668856037,2.4800672832361443,2.823127031326294,2.687873155431058,2.5588229950016923,0:00:00.197522,32,0.01,1763
900,1.6159746646881104,1.5206674028548974,1.538507739203874,1.388716916575397,2.8368372917175293,2.6061801668856037,2.4800672832361443,2.8012051582336426,2.687873155431058,2.5588229950016923,0:00:00.198043,32,0.01,1763
1000,2.1661553382873535,1.960506083750764,1.9699204204000598,1.8358086440502308,2.731123208999634,2.6061801668856037,2.4800672832361443,2.8189706802368164,2.687873155431058,2.5588229950016923,0:00:00.203307,32,0.01,1763
1100,1.6639816761016846,1.5058628831395227,1.5213298539197364,1.3809745456198277,2.722365140914917,2.6061801668856037,2.4800672832361443,2.8164968490600586,2.687873155431058,2.5588229950016923,0:00:00.197980,32,0.01,1763
1200,1.6616218090057373,1.3602054667862191,1.3779514219859281,1.2345178235885388,2.8631591796875,2.6061801668856037,2.4800672832361443,2.8108081817626953,2.687873155431058,2.5588229950016923,0:00:00.218776,32,0.01,1763
1300,1.720975637435913,1.5186698244149768,1.5289807992426083,1.4045850884357132,2.712477445602417,2.6061801668856037,2.4800672832361443,2.8232738971710205,2.687873155431058,2.5588229950016923,0:00:00.200349,32,0.01,1763
1400,1.4586273431777954,1.4141853985199382,1.424497809599479,1.2945175315632438,2.7642455101013184,2.6061801668856037,2.4800672832361443,2.806730270385742,2.687873155431058,2.5588229950016923,0:00:00.198602,32,0.01,1763
1500,1.3930063247680664,1.2507707044717966,1.26031541579336,1.1238836869732964,2.9747841358184814,2.6061801668856037,2.4800672832361443,2.803042411804199,2.687873155431058,2.5588229950016923,0:00:00.194601,32,0.01,1763
1600,2.065791368484497,1.8563165911918906,1.8629787052049227,1.7252693073735577,2.794905185699463,2.6061801668856037,2.4800672832361443,2.8108937740325928,2.687873155431058,2.5588229950016923,0:00:00.198359,32,0.01,1763
1700,1.384946584701538,1.3167168998594654,1.3326924908767803,1.1919612658444707,2.7759130001068115,2.6061801668856037,2.4800672832361443,2.811028242111206,2.687873155431058,2.5588229950016923,0:00:00.195212,32,0.01,1763
0,4.506202220916748,1.588493087730563,1.6093992043279595,1.4627600180350149,4.045440673828125,2.6061801668856037,2.4800672832361443,3.8943753242492676,2.687873155431058,2.5588229950016923,0:00:00.092190,32,0.001,1763
100,2.1548352241516113,1.4983230210827543,1.5123870556329693,1.3705098829919589,3.288705587387085,2.6061801668856037,2.4800672832361443,3.2981417179107666,2.687873155431058,2.5588229950016923,0:00:00.206457,32,0.001,1763
200,1.6913697719573975,1.3111195790664556,1.3205866901874503,1.1865799287804157,3.1007838249206543,2.6061801668856037,2.4800672832361443,3.1233556270599365,2.687873155431058,2.5588229950016923,0:00:00.199325,32,0.001,1763
300,2.1998291015625,1.7941762575957456,1.8001867543309764,1.6692762043859584,2.947434186935425,2.6061801668856037,2.4800672832361443,3.035446882247925,2.687873155431058,2.5588229950016923,0:00:00.196535,32,0.001,1763
400,2.1834702491760254,1.9575908190850126,1.9692789214306197,1.8319911974344452,2.9176089763641357,2.6061801668856037,2.4800672832361443,2.9901912212371826,2.687873155431058,2.5588229950016923,0:00:00.200454,32,0.001,1763
500,1.2610647678375244,1.1321498327460051,1.143415568994551,1.003657040945177,2.907613754272461,2.6061801668856037,2.4800672832361443,2.9583096504211426,2.687873155431058,2.5588229950016923,0:00:00.197105,32,0.001,1763
600,2.062429904937744,1.856930774499255,1.863747280281994,1.7259372398415131,2.908626079559326,2.6061801668856037,2.4800672832361443,2.937615394592285,2.687873155431058,2.5588229950016923,0:00:00.218604,32,0.001,1763
700,1.6211236715316772,1.5481649932317634,1.5569855857287955,1.4127901041381121,2.8639001846313477,2.6061801668856037,2.4800672832361443,2.922658920288086,2.687873155431058,2.5588229950016923,0:00:00.197604,32,0.001,1763
800,1.7209935188293457,1.4877938420818155,1.496306803946616,1.3608132602707586,2.831475019454956,2.6061801668856037,2.4800672832361443,2.9091384410858154,2.687873155431058,2.5588229950016923,0:00:00.196419,32,0.001,1763
900,1.6691703796386719,1.4683227130911298,1.4835290504143557,1.3495931081072037,2.778444528579712,2.6061801668856037,2.4800672832361443,2.8954195976257324,2.687873155431058,2.5588229950016923,0:00:00.196892,32,0.001,1763
1000,2.138256072998047,1.9982728064919542,2.0199287709340594,1.8640380587480703,2.8238701820373535,2.6061801668856037,2.4800672832361443,2.8880138397216797,2.687873155431058,2.5588229950016923,0:00:00.196415,32,0.001,1763
1100,1.5527034997940063,1.3251986174955237,1.3376432526562472,1.2001522237124205,2.8267898559570312,2.6061801668856037,2.4800672832361443,2.8797268867492676,2.687873155431058,2.5588229950016923,0:00:00.199538,32,0.001,1763
1200,2.2999720573425293,1.9987163107009958,2.011414540021004,1.8875973762696159,2.8090739250183105,2.6061801668856037,2.4800672832361443,2.8715789318084717,2.687873155431058,2.5588229950016923,0:00:00.216232,32,0.001,1763
1300,1.7084407806396484,1.61511125725072,1.627503311161087,1.4923076656040546,2.800856113433838,2.6061801668856037,2.4800672832361443,2.866940498352051,2.687873155431058,2.5588229950016923,0:00:00.198552,32,0.001,1763
1400,1.3727941513061523,1.3104350318939688,1.3276192787443821,1.1809971096395306,2.7649879455566406,2.6061801668856037,2.4800672832361443,2.863783836364746,2.687873155431058,2.5588229950016923,0:00:00.196261,32,0.001,1763
1500,1.9970402717590332,1.7779274917136814,1.7877833090492918,1.6513521787807264,2.7800090312957764,2.6061801668856037,2.4800672832361443,2.856539249420166,2.687873155431058,2.5588229950016923,0:00:00.199204,32,0.001,1763
1600,1.7520291805267334,1.6991478368301878,1.7105904220119206,1.5746697022412346,2.747413396835327,2.6061801668856037,2.4800672832361443,2.850112199783325,2.687873155431058,2.5588229950016923,0:00:00.196620,32,0.001,1763
1700,1.8841227293014526,1.7398096149956823,1.7503591202235305,1.6129384138819995,2.759397029876709,2.6061801668856037,2.4800672832361443,2.8457586765289307,2.687873155431058,2.5588229950016923,0:00:00.196748,32,0.001,1763
0,4.378562927246094,1.0889106919156475,1.1113892113784982,0.9696158124594153,3.928525447845459,2.6061801668856037,2.4800672832361443,4.002248287200928,2.687873155431058,2.5588229950016923,0:00:00.094134,32,0.0001,1763
100,4.0577569007873535,1.6240382306424586,1.6380818883723491,1.503026444239523,3.7914280891418457,2.6061801668856037,2.4800672832361443,3.9331605434417725,2.687873155431058,2.5588229950016923,0:00:00.209443,32,0.0001,1763
200,3.464611530303955,1.5157065530422098,1.5294752147063397,1.3815110590686406,3.7084262371063232,2.6061801668856037,2.4800672832361443,3.8669376373291016,2.687873155431058,2.5588229950016923,0:00:00.209712,32,0.0001,1763
300,2.945507526397705,1.9151131091435638,1.9276126505894855,1.7849718450526961,3.6406848430633545,2.6061801668856037,2.4800672832361443,3.7986724376678467,2.687873155431058,2.5588229950016923,0:00:00.199518,32,0.0001,1763
400,2.8096208572387695,1.271002539165913,1.28073284137584,1.1373620229551895,3.587409257888794,2.6061801668856037,2.4800672832361443,3.740800380706787,2.687873155431058,2.5588229950016923,0:00:00.199431,32,0.0001,1763
500,2.645212173461914,1.4181459814756308,1.4281663577822823,1.289419144857087,3.543924570083618,2.6061801668856037,2.4800672832361443,3.6846847534179688,2.687873155431058,2.5588229950016923,0:00:00.200013,32,0.0001,1763
600,2.218479633331299,1.2901889245338185,1.3051563631842822,1.1632023525533246,3.502701759338379,2.6061801668856037,2.4800672832361443,3.628230094909668,2.687873155431058,2.5588229950016923,0:00:00.220059,32,0.0001,1763
700,2.4424591064453125,1.7629090013753261,1.7712713408686214,1.6247227038613123,3.466432571411133,2.6061801668856037,2.4800672832361443,3.572648286819458,2.687873155431058,2.5588229950016923,0:00:00.198348,32,0.0001,1763
800,2.405154228210449,1.4365824283900455,1.4468523955642605,1.3025877795947762,3.4277799129486084,2.6061801668856037,2.4800672832361443,3.519400119781494,2.687873155431058,2.5588229950016923,0:00:00.200410,32,0.0001,1763
900,2.887078285217285,2.3081044654248513,2.313491147192571,2.181900381842614,3.3885324001312256,2.6061801668856037,2.4800672832361443,3.463338851928711,2.687873155431058,2.5588229950016923,0:00:00.198865,32,0.0001,1763
1000,1.7789947986602783,1.3649822056385876,1.3740442911538446,1.248480311572909,3.353410243988037,2.6061801668856037,2.4800672832361443,3.413647413253784,2.687873155431058,2.5588229950016923,0:00:00.200285,32,0.0001,1763
1100,2.257047653198242,1.864344043312464,1.870398823521322,1.742528395587792,3.308314800262451,2.6061801668856037,2.4800672832361443,3.3697397708892822,2.687873155431058,2.5588229950016923,0:00:00.200649,32,0.0001,1763
1200,1.987668752670288,1.501053659708501,1.520218545404103,1.3830469543012256,3.2693777084350586,2.6061801668856037,2.4800672832361443,3.3293750286102295,2.687873155431058,2.5588229950016923,0:00:00.218669,32,0.0001,1763
1300,1.7428007125854492,1.4794339968265935,1.4888209875164276,1.3529333766871257,3.233128786087036,2.6061801668856037,2.4800672832361443,3.2936935424804688,2.687873155431058,2.5588229950016923,0:00:00.199368,32,0.0001,1763
1400,1.7199671268463135,1.3351743864115322,1.3513103970776617,1.2137394187161066,3.20268177986145,2.6061801668856037,2.4800672832361443,3.2513227462768555,2.687873155431058,2.5588229950016923,0:00:00.196080,32,0.0001,1763
1500,1.9968467950820923,1.5535877006195806,1.563209065547035,1.4291882816686061,3.164154291152954,2.6061801668856037,2.4800672832361443,3.21938419342041,2.687873155431058,2.5588229950016923,0:00:00.199394,32,0.0001,1763
1600,1.5236402750015259,1.1025361877812387,1.1153810645922824,0.9733525201229658,3.14237642288208,2.6061801668856037,2.4800672832361443,3.1902174949645996,2.687873155431058,2.5588229950016923,0:00:00.199599,32,0.0001,1763
1700,2.166808843612671,1.7987958808497042,1.8052833469302978,1.6668989287872065,3.114659309387207,2.6061801668856037,2.4800672832361443,3.1634745597839355,2.687873155431058,2.5588229950016923,0:00:00.196188,32,0.0001,1763
0,4.939942359924316,1.4911747866539304,1.5010572828726347,1.3615751753701355,4.16539192199707,2.6061801668856037,2.4800672832361443,3.5333073139190674,2.687873155431058,2.5588229950016923,0:00:00.091314,64,0.1,881
100,1.734291434288025,1.2077212633123202,1.2256707796044628,1.0864968860312705,3.4365932941436768,2.6061801668856037,2.4800672832361443,2.8919460773468018,2.687873155431058,2.5588229950016923,0:00:00.214087,64,0.1,881
200,1.5520894527435303,1.4392062241415258,1.4534833649318937,1.312870216839137,3.233321189880371,2.6061801668856037,2.4800672832361443,2.9052157402038574,2.687873155431058,2.5588229950016923,0:00:00.215570,64,0.1,881
300,1.5817753076553345,1.3068944067961423,1.3202019361155548,1.1853156177819877,3.269374370574951,2.6061801668856037,2.4800672832361443,3.0794732570648193,2.687873155431058,2.5588229950016923,0:00:00.204914,64,0.1,881
400,1.636613130569458,1.3823877818681343,1.3963931080077052,1.2572091358816708,3.158661365509033,2.6061801668856037,2.4800672832361443,3.0303871631622314,2.687873155431058,2.5588229950016923,0:00:00.203613,64,0.1,881
500,1.8164210319519043,1.3308356917596165,1.3435655644423254,1.2073943652904275,3.6790802478790283,2.6061801668856037,2.4800672832361443,3.032768964767456,2.687873155431058,2.5588229950016923,0:00:00.223370,64,0.1,881
600,2.3121910095214844,1.5779181043743702,1.5931549761357626,1.4556204796767396,3.162311315536499,2.6061801668856037,2.4800672832361443,3.0867342948913574,2.687873155431058,2.5588229950016923,0:00:00.204427,64,0.1,881
700,1.6632800102233887,1.1605026625991437,1.173322530030183,1.0392153346991113,2.9205870628356934,2.6061801668856037,2.4800672832361443,2.994147777557373,2.687873155431058,2.5588229950016923,0:00:00.202438,64,0.1,881
800,1.9375773668289185,1.5337034552725952,1.5422225004868557,1.4166982081455446,4.012049674987793,2.6061801668856037,2.4800672832361443,2.87873911857605,2.687873155431058,2.5588229950016923,0:00:00.204231,64,0.1,881
0,3.815391778945923,1.6743991483405019,1.684817927329461,1.546571184723768,3.5489866733551025,2.6061801668856037,2.4800672832361443,3.4771687984466553,2.687873155431058,2.5588229950016923,0:00:00.066984,64,0.01,881
100,1.71759831905365,1.5613710832355672,1.5709095543208256,1.4345642158924827,2.7320077419281006,2.6061801668856037,2.4800672832361443,2.8664333820343018,2.687873155431058,2.5588229950016923,0:00:00.211140,64,0.01,881
200,1.686887502670288,1.4774946201276415,1.4884927330607318,1.3451679222520156,2.7789220809936523,2.6061801668856037,2.4800672832361443,2.836236000061035,2.687873155431058,2.5588229950016923,0:00:00.224777,64,0.01,881
300,1.381201982498169,1.250701921532162,1.2654492257553867,1.1300970354043305,2.7250771522521973,2.6061801668856037,2.4800672832361443,2.810603380203247,2.687873155431058,2.5588229950016923,0:00:00.204901,64,0.01,881
400,2.118134021759033,1.8419881003520082,1.8612808827380947,1.711221329754482,2.7066996097564697,2.6061801668856037,2.4800672832361443,2.823918581008911,2.687873155431058,2.5588229950016923,0:00:00.201371,64,0.01,881
500,1.6741021871566772,1.489959835974684,1.5019737666513286,1.3634789286189772,2.7393805980682373,2.6061801668856037,2.4800672832361443,2.802938461303711,2.687873155431058,2.5588229950016923,0:00:00.203068,64,0.01,881
600,1.5619721412658691,1.5583974456246208,1.5674337205650328,1.424465026068247,2.751908779144287,2.6061801668856037,2.4800672832361443,2.808274269104004,2.687873155431058,2.5588229950016923,0:00:00.201252,64,0.01,881
700,1.3876399993896484,1.2827591063643873,1.2967080698774853,1.159893426243813,2.702270984649658,2.6061801668856037,2.4800672832361443,2.822481393814087,2.687873155431058,2.5588229950016923,0:00:00.227063,64,0.01,881
800,1.3798222541809082,1.36955552293495,1.3819226663327906,1.2481825964481668,2.7575454711914062,2.6061801668856037,2.4800672832361443,2.8126235008239746,2.687873155431058,2.5588229950016923,0:00:00.202854,64,0.01,881
0,3.8003482818603516,1.615214616278413,1.628840967670782,1.4891553786456053,3.8629164695739746,2.6061801668856037,2.4800672832361443,3.782656669616699,2.687873155431058,2.5588229950016923,0:00:00.069466,64,0.001,881
100,2.317202091217041,1.7242305568595893,1.7310655121890632,1.5959320486705877,3.271426200866699,2.6061801668856037,2.4800672832361443,3.2470908164978027,2.687873155431058,2.5588229950016923,0:00:00.211929,64,0.001,881
200,1.5563228130340576,1.302428214725079,1.3152264009590267,1.1752589562576208,3.0424911975860596,2.6061801668856037,2.4800672832361443,3.0661396980285645,2.687873155431058,2.5588229950016923,0:00:00.211022,64,0.001,881
300,1.6958551406860352,1.4864203300923258,1.4981879297269116,1.361503524350443,2.9363787174224854,2.6061801668856037,2.4800672832361443,2.981515645980835,2.687873155431058,2.5588229950016923,0:00:00.209674,64,0.001,881
400,1.7280495166778564,1.5392866334575797,1.5692616993703463,1.4180418215397774,2.8545114994049072,2.6061801668856037,2.4800672832361443,2.943574905395508,2.687873155431058,2.5588229950016923,0:00:00.235324,64,0.001,881
500,1.321732759475708,1.2291969560822769,1.2395386076998736,1.107353649247814,2.864339828491211,2.6061801668856037,2.4800672832361443,2.917039155960083,2.687873155431058,2.5588229950016923,0:00:00.214202,64,0.001,881
600,1.6763511896133423,1.5796783738439897,1.591287825647991,1.453333782590307,2.833371162414551,2.6061801668856037,2.4800672832361443,2.8997421264648438,2.687873155431058,2.5588229950016923,0:00:00.212498,64,0.001,881
700,1.6185672283172607,1.5001353464435772,1.5106664251089583,1.3699688967992805,2.787930727005005,2.6061801668856037,2.4800672832361443,2.886038303375244,2.687873155431058,2.5588229950016923,0:00:00.202216,64,0.001,881
800,1.977294921875,1.8869921864151291,1.893656643949149,1.761437417486446,2.7940499782562256,2.6061801668856037,2.4800672832361443,2.8752248287200928,2.687873155431058,2.5588229950016923,0:00:00.203717,64,0.001,881
0,4.575028419494629,1.7172758007880384,1.730398815555725,1.5918120956335045,4.143256187438965,2.6061801668856037,2.4800672832361443,4.166567802429199,2.687873155431058,2.5588229950016923,0:00:00.093647,64,0.0001,881
100,3.798243284225464,1.8965207850558248,1.90636230978439,1.7666231254209404,4.001505374908447,2.6061801668856037,2.4800672832361443,4.106136798858643,2.687873155431058,2.5588229950016923,0:00:00.216527,64,0.0001,881
200,3.6090054512023926,1.359554679958849,1.3685931667520526,1.2319510935004017,3.8994109630584717,2.6061801668856037,2.4800672832361443,4.047269344329834,2.687873155431058,2.5588229950016923,0:00:00.217167,64,0.0001,881
300,3.366804599761963,1.1069800565140808,1.124002222566957,0.9833460209860979,3.8227221965789795,2.6061801668856037,2.4800672832361443,3.9888625144958496,2.687873155431058,2.5588229950016923,0:00:00.204408,64,0.0001,881
400,2.7328038215637207,1.0784014934236295,1.0927197666591943,0.9489318717686559,3.7631475925445557,2.6061801668856037,2.4800672832361443,3.927201509475708,2.687873155431058,2.5588229950016923,0:00:00.202600,64,0.0001,881
500,2.862760305404663,1.6557056810478321,1.6658351256920245,1.5277886690433646,3.7118608951568604,2.6061801668856037,2.4800672832361443,3.862389326095581,2.687873155431058,2.5588229950016923,0:00:00.205546,64,0.0001,881
600,2.584321975708008,1.4863145100257855,1.4952664960594035,1.3596291045940248,3.6634953022003174,2.6061801668856037,2.4800672832361443,3.7977824211120605,2.687873155431058,2.5588229950016923,0:00:00.224984,64,0.0001,881
700,2.4395856857299805,1.5033842986653985,1.5156411918568655,1.369869715388846,3.6074111461639404,2.6061801668856037,2.4800672832361443,3.7274274826049805,2.687873155431058,2.5588229950016923,0:00:00.204548,64,0.0001,881
800,2.48679256439209,1.7824439273033528,1.7922833523540214,1.6548870503161566,3.5577406883239746,2.6061801668856037,2.4800672832361443,3.662897825241089,2.687873155431058,2.5588229950016923,0:00:00.204434,64,0.0001,881
0,4.556520462036133,1.5370419515844058,1.5498468851958989,1.4112979758521627,3.5100207328796387,2.6061801668856037,2.4800672832361443,3.366461753845215,2.687873155431058,2.5588229950016923,0:00:00.071502,128,0.1,440
100,1.796186923980713,1.5508309406459533,1.5628746104603164,1.4220382377698921,2.7396931648254395,2.6061801668856037,2.4800672832361443,2.836266040802002,2.687873155431058,2.5588229950016923,0:00:00.217049,128,0.1,440
200,2.1595299243927,1.8613503640962799,1.8705112044912342,1.7331263590771535,2.7773189544677734,2.6061801668856037,2.4800672832361443,2.878192901611328,2.687873155431058,2.5588229950016923,0:00:00.230974,128,0.1,440
300,1.6553881168365479,1.5548818468593737,1.5698621171797118,1.4318842813061456,2.9472198486328125,2.6061801668856037,2.4800672832361443,2.864922046661377,2.687873155431058,2.5588229950016923,0:00:00.208400,128,0.1,440
400,1.9711960554122925,1.6189845527276776,1.630248214999841,1.4889878743935157,3.1513543128967285,2.6061801668856037,2.4800672832361443,2.893817186355591,2.687873155431058,2.5588229950016923,0:00:00.210107,128,0.1,440
0,4.3851704597473145,1.4578277491767178,1.4703032844492472,1.32807225873157,3.7768476009368896,2.6061801668856037,2.4800672832361443,3.8090274333953857,2.687873155431058,2.5588229950016923,0:00:00.069697,128,0.01,440
100,1.5570507049560547,1.4398616515797436,1.4515816221448645,1.3163476940059462,2.8448948860168457,2.6061801668856037,2.4800672832361443,2.865269422531128,2.687873155431058,2.5588229950016923,0:00:00.222185,128,0.01,440
200,1.8019534349441528,1.7172935237505178,1.7272897496571968,1.5875732730439733,2.723080635070801,2.6061801668856037,2.4800672832361443,2.8428046703338623,2.687873155431058,2.5588229950016923,0:00:00.207203,128,0.01,440
300,1.4861400127410889,1.4304718652296904,1.4436791026715634,1.3056485491963628,2.710808753967285,2.6061801668856037,2.4800672832361443,2.813847541809082,2.687873155431058,2.5588229950016923,0:00:00.227670,128,0.01,440
400,1.498476266860962,1.4122992369614433,1.4235151176695453,1.2844081898108586,2.7215921878814697,2.6061801668856037,2.4800672832361443,2.825486421585083,2.687873155431058,2.5588229950016923,0:00:00.210526,128,0.01,440
0,4.1610870361328125,1.5333990207213597,1.5460799908477603,1.4102651483719408,4.0615315437316895,2.6061801668856037,2.4800672832361443,4.179379940032959,2.687873155431058,2.5588229950016923,0:00:00.068669,128,0.001,440
100,2.1078286170959473,1.4413954916648362,1.4542943973928701,1.3133288256888145,3.402757406234741,2.6061801668856037,2.4800672832361443,3.5384883880615234,2.687873155431058,2.5588229950016923,0:00:00.222490,128,0.001,440
200,1.9099948406219482,1.5198548676994392,1.5320006330719593,1.3928319458595164,3.1252548694610596,2.6061801668856037,2.4800672832361443,3.2271103858947754,2.687873155431058,2.5588229950016923,0:00:00.209397,128,0.001,440
300,1.9117940664291382,1.6368474745452994,1.6496822888555513,1.5072765952353266,2.982208013534546,2.6061801668856037,2.4800672832361443,3.0679118633270264,2.687873155431058,2.5588229950016923,0:00:00.232890,128,0.001,440
400,1.8008264303207397,1.510353998819687,1.5220198254565045,1.3769443617667054,2.913372039794922,2.6061801668856037,2.4800672832361443,2.9984467029571533,2.687873155431058,2.5588229950016923,0:00:00.209717,128,0.001,440
0,3.5780692100524902,1.4848915516335341,1.4959594467120025,1.3645866333710157,3.7195141315460205,2.6061801668856037,2.4800672832361443,3.9434006214141846,2.687873155431058,2.5588229950016923,0:00:00.067969,128,0.0001,440
100,3.2956814765930176,1.6752305499105629,1.6840135615496983,1.545594089377246,3.6625735759735107,2.6061801668856037,2.4800672832361443,3.881870746612549,2.687873155431058,2.5588229950016923,0:00:00.221278,128,0.0001,440
200,3.101058006286621,1.8280107372428782,1.8416235107279997,1.6994977011850723,3.617691993713379,2.6061801668856037,2.4800672832361443,3.818021297454834,2.687873155431058,2.5588229950016923,0:00:00.218069,128,0.0001,440
300,2.405086040496826,1.413015725634918,1.4267413887675942,1.2949969245936754,3.566666603088379,2.6061801668856037,2.4800672832361443,3.752224922180176,2.687873155431058,2.5588229950016923,0:00:00.215792,128,0.0001,440
400,2.618076801300049,1.4920915740401666,1.5041179403357516,1.3644179357746715,3.526581048965454,2.6061801668856037,2.4800672832361443,3.6909773349761963,2.687873155431058,2.5588229950016923,0:00:00.214824,128,0.0001,440
