0,2.9507479667663574,1.4681322965630244,1.4869772727343609,1.3463804783474838,8.32210922241211,2.6061801668856037,2.4800672832361443,3.4662728309631348,2.687873155431058,2.5588229950016923,0:00:00.758988,32,0.1,1763
100,2.7726988792419434,1.49663244809097,1.515192981516481,1.378282310595602,4.920699119567871,2.6061801668856037,2.4800672832361443,3.237380027770996,2.687873155431058,2.5588229950016923,0:00:00.716998,32,0.1,1763
200,2.683037281036377,1.799083287276138,1.8096406371062939,1.668953342352014,4.212247848510742,2.6061801668856037,2.4800672832361443,3.0013954639434814,2.687873155431058,2.5588229950016923,0:00:00.663001,32,0.1,1763
300,1.8471033573150635,1.367301192031662,1.3841010685336295,1.248178793535742,5.960561752319336,2.6061801668856037,2.4800672832361443,3.4388742446899414,2.687873155431058,2.5588229950016923,0:00:00.572000,32,0.1,1763
400,1.9053627252578735,1.7361767005166955,1.7431292148448359,1.6171557652658932,3.8475189208984375,2.6061801668856037,2.4800672832361443,3.0432934761047363,2.687873155431058,2.5588229950016923,0:00:00.539002,32,0.1,1763
500,3.064251661300659,1.4478647336978896,1.4576322575623577,1.3206430494355135,4.468937873840332,2.6061801668856037,2.4800672832361443,3.249145984649658,2.687873155431058,2.5588229950016923,0:00:00.676002,32,0.1,1763
600,2.3365373611450195,1.6066225693304461,1.613730829853079,1.47873831586281,5.687432289123535,2.6061801668856037,2.4800672832361443,2.859086036682129,2.687873155431058,2.5588229950016923,0:00:00.657995,32,0.1,1763
700,2.4928295612335205,1.3442203266223953,1.3603657462649938,1.222920854477699,4.220436096191406,2.6061801668856037,2.4800672832361443,3.2623038291931152,2.687873155431058,2.5588229950016923,0:00:00.727002,32,0.1,1763
800,4.479640960693359,1.3298406090717945,1.3402792666067134,1.2148164833611879,4.376511573791504,2.6061801668856037,2.4800672832361443,2.9427483081817627,2.687873155431058,2.5588229950016923,0:00:00.807010,32,0.1,1763
900,2.245659351348877,1.8094464297087767,1.822952723481798,1.6885683419760014,3.57151460647583,2.6061801668856037,2.4800672832361443,3.046957015991211,2.687873155431058,2.5588229950016923,0:00:00.953988,32,0.1,1763
1000,1.7240227460861206,1.6106573623484364,1.6192958372666135,1.4797194638752083,4.4345502853393555,2.6061801668856037,2.4800672832361443,2.973426103591919,2.687873155431058,2.5588229950016923,0:00:00.800003,32,0.1,1763
1100,3.003451347351074,1.485991640251448,1.5223181565115376,1.360996020588253,4.065191268920898,2.6061801668856037,2.4800672832361443,3.055821418762207,2.687873155431058,2.5588229950016923,0:00:00.695997,32,0.1,1763
1200,2.5546860694885254,1.7157297514280394,1.7236289587777907,1.5934630813963033,3.3466482162475586,2.6061801668856037,2.4800672832361443,2.9657490253448486,2.687873155431058,2.5588229950016923,0:00:01.078401,32,0.1,1763
1300,2.8936989307403564,1.6752557947832172,1.6873699399203734,1.5535066465216423,4.85930061340332,2.6061801668856037,2.4800672832361443,3.572145700454712,2.687873155431058,2.5588229950016923,0:00:01.347532,32,0.1,1763
1400,3.3515563011169434,1.6174011218685824,1.6256438967620594,1.488057109569493,4.11762809753418,2.6061801668856037,2.4800672832361443,2.8617753982543945,2.687873155431058,2.5588229950016923,0:00:00.849000,32,0.1,1763
1500,3.220644950866699,1.6883925028342244,1.70562247713173,1.5667831767951337,5.363412857055664,2.6061801668856037,2.4800672832361443,3.1512250900268555,2.687873155431058,2.5588229950016923,0:00:01.172999,32,0.1,1763
1600,2.884823799133301,1.4099907403257834,1.4234995709459735,1.2895136261731261,3.642728328704834,2.6061801668856037,2.4800672832361443,3.1637842655181885,2.687873155431058,2.5588229950016923,0:00:02.023002,32,0.1,1763
1700,2.8748645782470703,1.7765314348366055,1.784576076634523,1.6508954923222303,3.135329246520996,2.6061801668856037,2.4800672832361443,2.97951340675354,2.687873155431058,2.5588229950016923,0:00:01.710737,32,0.1,1763
0,3.264085292816162,1.6971299308475785,1.7040859805032602,1.5694729702965267,3.826741933822632,2.6061801668856037,2.4800672832361443,3.7089290618896484,2.687873155431058,2.5588229950016923,0:00:00.778001,32,0.01,1763
100,1.6850521564483643,1.566032288222706,1.5778512975470802,1.4390798761152144,2.790774345397949,2.6061801668856037,2.4800672832361443,2.830460548400879,2.687873155431058,2.5588229950016923,0:00:00.998995,32,0.01,1763
200,1.5831413269042969,1.5563136609038133,1.5651103799398949,1.4363072199624811,2.6970643997192383,2.6061801668856037,2.4800672832361443,2.842444896697998,2.687873155431058,2.5588229950016923,0:00:00.697003,32,0.01,1763
300,1.496101975440979,1.377888667830311,1.392360021915511,1.250834547850503,2.800642728805542,2.6061801668856037,2.4800672832361443,2.807081460952759,2.687873155431058,2.5588229950016923,0:00:00.855002,32,0.01,1763
400,1.6321077346801758,1.425099283799233,1.4370603552620973,1.2981270968565088,2.6711795330047607,2.6061801668856037,2.4800672832361443,2.858505964279175,2.687873155431058,2.5588229950016923,0:00:00.896997,32,0.01,1763
500,1.867679238319397,1.5494074842033145,1.5748016866991343,1.4195385729516397,3.345806360244751,2.6061801668856037,2.4800672832361443,2.834843635559082,2.687873155431058,2.5588229950016923,0:00:00.921000,32,0.01,1763
600,1.4236862659454346,1.3370851606884981,1.3454206211707949,1.2177781450132112,2.874476432800293,2.6061801668856037,2.4800672832361443,2.8444414138793945,2.687873155431058,2.5588229950016923,0:00:00.931026,32,0.01,1763
700,2.099714756011963,1.9480821211567854,1.9579934808548405,1.8297481016391648,2.6660408973693848,2.6061801668856037,2.4800672832361443,2.847752571105957,2.687873155431058,2.5588229950016923,0:00:00.659166,32,0.01,1763
800,1.92043137550354,1.793981455467811,1.801343142929799,1.674174617887511,2.6770968437194824,2.6061801668856037,2.4800672832361443,2.8504717350006104,2.687873155431058,2.5588229950016923,0:00:01.531001,32,0.01,1763
900,1.4579256772994995,1.4103194282708003,1.4203975615960829,1.2767966939125293,2.7637338638305664,2.6061801668856037,2.4800672832361443,2.8088181018829346,2.687873155431058,2.5588229950016923,0:00:01.164689,32,0.01,1763
1000,1.2663894891738892,1.1873168742107798,1.2050392923524067,1.0646202721926552,2.728283405303955,2.6061801668856037,2.4800672832361443,2.7912070751190186,2.687873155431058,2.5588229950016923,0:00:01.189992,32,0.01,1763
1100,1.4176310300827026,1.4305601832735697,1.4427079413052737,1.3037820779975542,2.9001331329345703,2.6061801668856037,2.4800672832361443,2.807934522628784,2.687873155431058,2.5588229950016923,0:00:01.108145,32,0.01,1763
1200,1.4916869401931763,1.2612541831480406,1.2755261546431047,1.1412057192339453,2.940610408782959,2.6061801668856037,2.4800672832361443,2.8057334423065186,2.687873155431058,2.5588229950016923,0:00:00.964538,32,0.01,1763
1300,1.1503795385360718,1.1518950519382933,1.171203507835841,1.027715172415759,2.8624439239501953,2.6061801668856037,2.4800672832361443,2.8110175132751465,2.687873155431058,2.5588229950016923,0:00:00.938999,32,0.01,1763
1400,1.614916443824768,1.4948338937366048,1.5077585304165042,1.3626497802722493,3.1344354152679443,2.6061801668856037,2.4800672832361443,2.8433070182800293,2.687873155431058,2.5588229950016923,0:00:02.469007,32,0.01,1763
1500,1.9353423118591309,1.847576727638881,1.85869686441743,1.7220897505393227,2.864558458328247,2.6061801668856037,2.4800672832361443,2.8432059288024902,2.687873155431058,2.5588229950016923,0:00:01.641005,32,0.01,1763
