step,train_mb_loss,train_mb_mle,train_mb_smoothed_1.0,train_mb_backoff_0.25,dev_loss,dev_smoothed_1.0,dev_backoff_0.25,dev_unseen_c_loss,dev_unseen_c_smoothed_1.0,dev_unseen_c_backoff_0.25,time,batch_size,lr,num_iter
29,1.0827850103378296,1.140173755373501,1.1549287695850994,1.013394870168014,4.44018030166626,2.6061801668856037,2.4800672832361443,3.368457555770874,2.687873155431058,2.5588229950016923,0:00:00.259996,32,0.1,1763
30,2.0532355308532715,1.414970370535074,1.4242325831003948,1.2914945141983991,4.445725440979004,2.6061801668856037,2.4800672832361443,3.28830885887146,2.687873155431058,2.5588229950016923,0:00:00.233001,32,0.1,1763
31,2.731144905090332,1.3315984617612324,1.339996054775218,1.2104594236298978,4.533873558044434,2.6061801668856037,2.4800672832361443,3.1617138385772705,2.687873155431058,2.5588229950016923,0:00:00.282000,32,0.1,1763
32,3.096226215362549,1.5102868736066013,1.522949855050622,1.3819611529388471,4.0995306968688965,2.6061801668856037,2.4800672832361443,3.036686897277832,2.687873155431058,2.5588229950016923,0:00:00.269566,32,0.1,1763
33,1.3881125450134277,1.1331052538870552,1.1455474234673193,1.0051961354286176,3.8230769634246826,2.6061801668856037,2.4800672832361443,3.011073112487793,2.687873155431058,2.5588229950016923,0:00:00.308005,32,0.1,1763
34,2.042004108428955,1.4071787971857745,1.418330165460973,1.2782472956387148,3.9264140129089355,2.6061801668856037,2.4800672832361443,3.0277352333068848,2.687873155431058,2.5588229950016923,0:00:00.285998,32,0.1,1763
35,2.8240585327148438,1.603621788348411,1.611136093759191,1.477953980114262,4.21697473526001,2.6061801668856037,2.4800672832361443,2.954446792602539,2.687873155431058,2.5588229950016923,0:00:00.250001,32,0.1,1763
36,1.9366581439971924,1.3678774560969522,1.3835155071361425,1.2382381366988702,4.2665696144104,2.6061801668856037,2.4800672832361443,2.8766069412231445,2.687873155431058,2.5588229950016923,0:00:00.258998,32,0.1,1763
37,1.9630975723266602,1.3210939441135074,1.3439004441740519,1.1998799739224144,4.326872825622559,2.6061801668856037,2.4800672832361443,2.917330265045166,2.687873155431058,2.5588229950016923,0:00:00.358005,32,0.1,1763
38,2.7161030769348145,1.4780963103706843,1.4903354051123707,1.3540109971968768,3.8201663494110107,2.6061801668856037,2.4800672832361443,3.0448646545410156,2.687873155431058,2.5588229950016923,0:00:00.378535,32,0.1,1763
39,1.9401956796646118,1.1688511188611657,1.1816797827860082,1.0402423998151324,3.2249386310577393,2.6061801668856037,2.4800672832361443,3.081087112426758,2.687873155431058,2.5588229950016923,0:00:00.502580,32,0.1,1763
40,1.8780511617660522,1.2331009028995392,1.2434165002179864,1.1065836274768492,3.2626864910125732,2.6061801668856037,2.4800672832361443,3.037829875946045,2.687873155431058,2.5588229950016923,0:00:00.363001,32,0.1,1763
41,2.1877474784851074,1.78615441232008,1.792734662817889,1.6606507889714133,3.241185426712036,2.6061801668856037,2.4800672832361443,2.915440797805786,2.687873155431058,2.5588229950016923,0:00:00.610000,32,0.1,1763
42,1.405042290687561,1.4325420807431546,1.4450679119979002,1.311776909288171,3.488234043121338,2.6061801668856037,2.4800672832361443,2.904315710067749,2.687873155431058,2.5588229950016923,0:00:00.405998,32,0.1,1763
43,1.8893382549285889,1.412936159546582,1.4232522956216438,1.280373445852089,3.495309352874756,2.6061801668856037,2.4800672832361443,2.900439500808716,2.687873155431058,2.5588229950016923,0:00:00.387000,32,0.1,1763
44,1.6426721811294556,1.590994787260853,1.6042513824353615,1.4644090599730635,3.497075080871582,2.6061801668856037,2.4800672832361443,2.919361114501953,2.687873155431058,2.5588229950016923,0:00:00.376003,32,0.1,1763
45,1.270275354385376,1.2815075785201264,1.2951191969893796,1.153416277684316,3.704890251159668,2.6061801668856037,2.4800672832361443,3.010767698287964,2.687873155431058,2.5588229950016923,0:00:00.308996,32,0.1,1763
46,1.766402006149292,1.5800235867000638,1.5895980952077027,1.4504235034358564,3.8704140186309814,2.6061801668856037,2.4800672832361443,3.0215368270874023,2.687873155431058,2.5588229950016923,0:00:00.312002,32,0.1,1763
47,2.024930477142334,1.5352506739307052,1.5487335316189212,1.4064389883935777,4.253995895385742,2.6061801668856037,2.4800672832361443,2.9375104904174805,2.687873155431058,2.5588229950016923,0:00:00.231996,32,0.1,1763
48,2.668207883834839,1.215456277690396,1.22587872865194,1.0822958017674569,4.237144470214844,2.6061801668856037,2.4800672832361443,2.960348606109619,2.687873155431058,2.5588229950016923,0:00:00.356003,32,0.1,1763
49,2.314971685409546,1.4647113662990259,1.4861727216601592,1.336196105488686,4.009251117706299,2.6061801668856037,2.4800672832361443,3.052544355392456,2.687873155431058,2.5588229950016923,0:00:00.360002,32,0.1,1763
50,2.710664987564087,1.8374708879405852,1.8530592932829753,1.7091572027769273,3.762920618057251,2.6061801668856037,2.4800672832361443,3.047431707382202,2.687873155431058,2.5588229950016923,0:00:00.530999,32,0.1,1763
51,1.5562132596969604,1.5399083974795378,1.5532706799376532,1.4118675536812224,3.3459534645080566,2.6061801668856037,2.4800672832361443,2.9824883937835693,2.687873155431058,2.5588229950016923,0:00:00.541003,32,0.1,1763
52,1.899383783340454,1.5125681630641068,1.5228588387533966,1.3832520332470974,3.2797138690948486,2.6061801668856037,2.4800672832361443,2.967313528060913,2.687873155431058,2.5588229950016923,0:00:00.393002,32,0.1,1763
53,2.2588038444519043,1.5355572204122052,1.543736780954673,1.408596566792695,3.3262014389038086,2.6061801668856037,2.4800672832361443,3.09383487701416,2.687873155431058,2.5588229950016923,0:00:00.369997,32,0.1,1763
54,1.6847758293151855,1.342820360374751,1.3548525277171646,1.2249857105075375,3.2217533588409424,2.6061801668856037,2.4800672832361443,3.063521385192871,2.687873155431058,2.5588229950016923,0:00:00.376004,32,0.1,1763
55,2.118668556213379,1.3344242047960364,1.348088723581878,1.2029166962156197,3.229844570159912,2.6061801668856037,2.4800672832361443,2.958061933517456,2.687873155431058,2.5588229950016923,0:00:00.334989,32,0.1,1763
56,1.3965702056884766,1.1803967851950423,1.1974558238085762,1.0543677569478718,3.5733819007873535,2.6061801668856037,2.4800672832361443,2.925386428833008,2.687873155431058,2.5588229950016923,0:00:00.374009,32,0.1,1763
57,2.104553461074829,1.3723480706243274,1.3857779110897395,1.259527859857779,3.6067864894866943,2.6061801668856037,2.4800672832361443,3.0797266960144043,2.687873155431058,2.5588229950016923,0:00:00.350996,32,0.1,1763
58,1.3037605285644531,0.7943787554772742,0.8114215989410982,0.6662714909000743,3.6438770294189453,2.6061801668856037,2.4800672832361443,3.401857852935791,2.687873155431058,2.5588229950016923,0:00:00.440000,32,0.1,1763
59,2.156463861465454,1.6608263002902819,1.671598988482125,1.5403554213609822,3.535526990890503,2.6061801668856037,2.4800672832361443,3.440882682800293,2.687873155431058,2.5588229950016923,0:00:00.373002,32,0.1,1763
60,2.2610116004943848,1.2179240534712794,1.2328439508004663,1.0860509432922778,3.191041946411133,2.6061801668856037,2.4800672832361443,3.178746223449707,2.687873155431058,2.5588229950016923,0:00:00.359997,32,0.1,1763
61,2.054403066635132,1.4390621666499563,1.4481329682884412,1.3077662952221552,3.050062656402588,2.6061801668856037,2.4800672832361443,3.055070161819458,2.687873155431058,2.5588229950016923,0:00:00.291996,32,0.1,1763
62,2.074831008911133,1.672678568271374,1.6811035802987322,1.5546361760205922,2.972141742706299,2.6061801668856037,2.4800672832361443,2.891864776611328,2.687873155431058,2.5588229950016923,0:00:00.295002,32,0.1,1763
63,1.939154863357544,1.6108516869237721,1.6195288085448172,1.4900790413326361,3.7121121883392334,2.6061801668856037,2.4800672832361443,2.982408285140991,2.687873155431058,2.5588229950016923,0:00:00.297000,32,0.1,1763
64,1.381706714630127,1.4318923748858046,1.4465015944125892,1.2978467635011746,4.896339416503906,2.6061801668856037,2.4800672832361443,3.1555187702178955,2.687873155431058,2.5588229950016923,0:00:00.309000,32,0.1,1763
65,1.8350791931152344,1.5485646432101976,1.5678383839802434,1.4213963262138685,5.792728424072266,2.6061801668856037,2.4800672832361443,3.287580728530884,2.687873155431058,2.5588229950016923,0:00:00.328999,32,0.1,1763
66,1.8549590110778809,1.1696823700375325,1.1812556632454088,1.0528885074327499,6.44680118560791,2.6061801668856037,2.4800672832361443,3.2201662063598633,2.687873155431058,2.5588229950016923,0:00:00.267003,32,0.1,1763
67,1.430615782737732,0.9724459752187151,0.9861910333436028,0.8432755049564259,7.123173236846924,2.6061801668856037,2.4800672832361443,3.0801033973693848,2.687873155431058,2.5588229950016923,0:00:00.264995,32,0.1,1763
68,3.115926504135132,1.541869628501436,1.5507279788547788,1.4225903290726805,7.308393955230713,2.6061801668856037,2.4800672832361443,2.85886549949646,2.687873155431058,2.5588229950016923,0:00:00.269002,32,0.1,1763
69,8.460712432861328,1.5048228465939752,1.5168725233826594,1.384932321951195,6.355014324188232,2.6061801668856037,2.4800672832361443,2.987165927886963,2.687873155431058,2.5588229950016923,0:00:00.263003,32,0.1,1763
70,2.0076966285705566,1.4199929116023007,1.4302462637765403,1.2888796909234208,5.303505897521973,2.6061801668856037,2.4800672832361443,3.294450521469116,2.687873155431058,2.5588229950016923,0:00:00.270998,32,0.1,1763
71,2.261662483215332,1.3274082778517933,1.341382676535953,1.1997090624718914,4.601860523223877,2.6061801668856037,2.4800672832361443,3.1532347202301025,2.687873155431058,2.5588229950016923,0:00:00.294998,32,0.1,1763
72,2.6736361980438232,1.3795254000035415,1.395401048957863,1.2536203425490693,4.2446608543396,2.6061801668856037,2.4800672832361443,3.02065110206604,2.687873155431058,2.5588229950016923,0:00:00.480006,32,0.1,1763
73,2.421339750289917,1.2259777954216462,1.2441594518948604,1.1067764257142498,3.9621284008026123,2.6061801668856037,2.4800672832361443,3.0393881797790527,2.687873155431058,2.5588229950016923,0:00:00.341994,32,0.1,1763
74,2.719756603240967,1.3808735436402135,1.3925047599669205,1.251344165443673,3.745788335800171,2.6061801668856037,2.4800672832361443,3.0029375553131104,2.687873155431058,2.5588229950016923,0:00:00.258999,32,0.1,1763
75,3.7483935356140137,1.460379805781044,1.4740468024708524,1.3422081585506993,3.463181257247925,2.6061801668856037,2.4800672832361443,2.947139263153076,2.687873155431058,2.5588229950016923,0:00:00.291003,32,0.1,1763
76,3.480907917022705,1.7227790243969976,1.7393260774589587,1.5945774730158435,3.364314317703247,2.6061801668856037,2.4800672832361443,2.902658700942993,2.687873155431058,2.5588229950016923,0:00:00.294006,32,0.1,1763
77,3.685051679611206,1.4728410406159371,1.4840417718290932,1.3402777956784906,3.335026741027832,2.6061801668856037,2.4800672832361443,2.8695714473724365,2.687873155431058,2.5588229950016923,0:00:00.303995,32,0.1,1763
78,2.8939695358276367,1.0830515134926513,1.0953760603190403,0.9485102120592539,3.430842161178589,2.6061801668856037,2.4800672832361443,2.922269344329834,2.687873155431058,2.5588229950016923,0:00:00.325001,32,0.1,1763
79,2.074262857437134,1.757753122664578,1.7736631619152299,1.6254113164160746,4.058669090270996,2.6061801668856037,2.4800672832361443,3.01178240776062,2.687873155431058,2.5588229950016923,0:00:00.274999,32,0.1,1763
80,2.5124351978302,1.3536375879373448,1.374103968343918,1.2278319818648096,5.170951843261719,2.6061801668856037,2.4800672832361443,3.034038782119751,2.687873155431058,2.5588229950016923,0:00:00.286998,32,0.1,1763
81,2.6229569911956787,1.5839542311184114,1.5921943458506804,1.4615422192753325,6.114518165588379,2.6061801668856037,2.4800672832361443,3.057170867919922,2.687873155431058,2.5588229950016923,0:00:00.284008,32,0.1,1763
82,4.655426025390625,1.5062483454260718,1.5215720137912057,1.391815150306549,6.295444011688232,2.6061801668856037,2.4800672832361443,3.093384027481079,2.687873155431058,2.5588229950016923,0:00:00.280996,32,0.1,1763
83,1.9917060136795044,1.400971623806093,1.4131331846828672,1.2827605698846138,6.072844982147217,2.6061801668856037,2.4800672832361443,3.1029579639434814,2.687873155431058,2.5588229950016923,0:00:00.336001,32,0.1,1763
84,2.897852897644043,1.1984165338885953,1.2100856584229356,1.0659189892914305,5.30243444442749,2.6061801668856037,2.4800672832361443,3.173007011413574,2.687873155431058,2.5588229950016923,0:00:00.346998,32,0.1,1763
85,3.1776561737060547,1.6408622051164068,1.6541154236087148,1.515382819089759,4.51007080078125,2.6061801668856037,2.4800672832361443,3.2223079204559326,2.687873155431058,2.5588229950016923,0:00:00.297000,32,0.1,1763
86,3.0400447845458984,1.4174760529573618,1.4370230924245615,1.286338754026176,4.215266704559326,2.6061801668856037,2.4800672832361443,3.1343698501586914,2.687873155431058,2.5588229950016923,0:00:00.278001,32,0.1,1763
87,4.009393215179443,1.7504142082565548,1.7629074668379874,1.6185535498679322,4.069010257720947,2.6061801668856037,2.4800672832361443,3.1290743350982666,2.687873155431058,2.5588229950016923,0:00:00.297998,32,0.1,1763
88,2.610560178756714,1.224588406395513,1.241487050961754,1.1035637241933325,4.105552673339844,2.6061801668856037,2.4800672832361443,3.1502492427825928,2.687873155431058,2.5588229950016923,0:00:00.223000,32,0.1,1763
89,1.7489488124847412,1.3383756877952642,1.34804250357276,1.2093216271532785,4.376811981201172,2.6061801668856037,2.4800672832361443,3.039801597595215,2.687873155431058,2.5588229950016923,0:00:00.255998,32,0.1,1763
90,3.07719087600708,1.3407532488098328,1.35106439101724,1.2166726383088287,4.677768707275391,2.6061801668856037,2.4800672832361443,3.0737645626068115,2.687873155431058,2.5588229950016923,0:00:00.344006,32,0.1,1763
91,2.5285966396331787,1.4727606994395126,1.4807602223012695,1.3437792790436223,5.154749393463135,2.6061801668856037,2.4800672832361443,3.350163698196411,2.687873155431058,2.5588229950016923,0:00:00.442998,32,0.1,1763
92,2.192772626876831,1.1094092947650185,1.1249587602892888,0.9824258960987641,5.313836574554443,2.6061801668856037,2.4800672832361443,3.3850772380828857,2.687873155431058,2.5588229950016923,0:00:00.297995,32,0.1,1763
93,4.780821800231934,2.0713287581057194,2.074920983599069,1.9465155590619052,4.662132263183594,2.6061801668856037,2.4800672832361443,3.1444716453552246,2.687873155431058,2.5588229950016923,0:00:00.319001,32,0.1,1763
94,1.9154934883117676,1.32918225353059,1.3425803286219806,1.2068437625104926,4.018249988555908,2.6061801668856037,2.4800672832361443,3.014983892440796,2.687873155431058,2.5588229950016923,0:00:00.261003,32,0.1,1763
95,1.8949251174926758,1.5178945745858201,1.5312624878434589,1.390113104923621,3.94342303276062,2.6061801668856037,2.4800672832361443,3.022556781768799,2.687873155431058,2.5588229950016923,0:00:00.279998,32,0.1,1763
96,2.2420403957366943,1.6208509205824935,1.628092635922092,1.4880452778873572,4.242491722106934,2.6061801668856037,2.4800672832361443,2.976227283477783,2.687873155431058,2.5588229950016923,0:00:00.242001,32,0.1,1763
97,1.3131812810897827,0.9244827372726501,0.9467608392123574,0.7953145025126916,4.442615985870361,2.6061801668856037,2.4800672832361443,2.9547343254089355,2.687873155431058,2.5588229950016923,0:00:00.242000,32,0.1,1763
98,3.1484460830688477,1.4673068151669508,1.483795950919179,1.3439094194733472,4.618350982666016,2.6061801668856037,2.4800672832361443,2.951887845993042,2.687873155431058,2.5588229950016923,0:00:00.273002,32,0.1,1763
99,1.965046763420105,1.3720639792291607,1.3869483383855785,1.2490964077131506,4.598465442657471,2.6061801668856037,2.4800672832361443,2.9605085849761963,2.687873155431058,2.5588229950016923,0:00:00.247997,32,0.1,1763
100,2.135185718536377,1.5340986617018229,1.5444889017468153,1.4112634763078924,4.345761299133301,2.6061801668856037,2.4800672832361443,2.9853930473327637,2.687873155431058,2.5588229950016923,0:00:00.253999,32,0.1,1763
101,1.7645376920700073,1.1961294699118894,1.214491341369196,1.0813665950229305,4.084263801574707,2.6061801668856037,2.4800672832361443,3.0993220806121826,2.687873155431058,2.5588229950016923,0:00:00.248998,32,0.1,1763
102,2.4574410915374756,1.4057046021757622,1.4194614848935623,1.275688331992091,4.333745956420898,2.6061801668856037,2.4800672832361443,3.190062999725342,2.687873155431058,2.5588229950016923,0:00:00.247005,32,0.1,1763
103,1.9775786399841309,1.5175036357889726,1.5300633300883781,1.3821210908014487,4.351757049560547,2.6061801668856037,2.4800672832361443,3.02010440826416,2.687873155431058,2.5588229950016923,0:00:00.275002,32,0.1,1763
104,2.755000114440918,1.2805504295768713,1.300330998935121,1.1583905034295758,4.229287624359131,2.6061801668856037,2.4800672832361443,2.969407558441162,2.687873155431058,2.5588229950016923,0:00:00.350999,32,0.1,1763
105,3.22525691986084,1.7340883618662104,1.7480581879464303,1.6174705094844914,4.002566337585449,2.6061801668856037,2.4800672832361443,2.952948808670044,2.687873155431058,2.5588229950016923,0:00:00.296997,32,0.1,1763
106,3.581857681274414,1.372324564545702,1.3860077113542033,1.252196556756804,3.7256150245666504,2.6061801668856037,2.4800672832361443,2.9318621158599854,2.687873155431058,2.5588229950016923,0:00:00.258001,32,0.1,1763
107,1.9035221338272095,1.6275768225806242,1.6411123003698775,1.4996550352039064,3.7579641342163086,2.6061801668856037,2.4800672832361443,3.034963607788086,2.687873155431058,2.5588229950016923,0:00:00.212999,32,0.1,1763
108,2.2129580974578857,1.4289075522236252,1.4445075117093589,1.2906741825986416,4.0684003829956055,2.6061801668856037,2.4800672832361443,3.2422683238983154,2.687873155431058,2.5588229950016923,0:00:00.244999,32,0.1,1763
109,2.221766471862793,1.2944371195462505,1.3084796029945769,1.1783141311390193,3.930492401123047,2.6061801668856037,2.4800672832361443,3.2735233306884766,2.687873155431058,2.5588229950016923,0:00:00.216001,32,0.1,1763
110,1.177690863609314,0.8354975650648064,0.8991085977647507,0.7033231935742819,3.850839614868164,2.6061801668856037,2.4800672832361443,3.2248458862304688,2.687873155431058,2.5588229950016923,0:00:00.243001,32,0.1,1763
111,2.1337318420410156,1.306493295206752,1.31975247298331,1.1780077080084146,3.9238901138305664,2.6061801668856037,2.4800672832361443,3.097822427749634,2.687873155431058,2.5588229950016923,0:00:00.386001,32,0.1,1763
112,2.293602705001831,1.7429475421080958,1.7521257537648758,1.6224124411666534,3.5077173709869385,2.6061801668856037,2.4800672832361443,3.0772290229797363,2.687873155431058,2.5588229950016923,0:00:00.320000,32,0.1,1763
113,2.2286105155944824,1.6379147743745963,1.6488611199469159,1.5108114662673842,3.3234658241271973,2.6061801668856037,2.4800672832361443,3.055093765258789,2.687873155431058,2.5588229950016923,0:00:00.288996,32,0.1,1763
114,1.8661627769470215,1.7844525093868804,1.7910008445814283,1.6498966434953644,3.775299310684204,2.6061801668856037,2.4800672832361443,3.024606466293335,2.687873155431058,2.5588229950016923,0:00:00.256004,32,0.1,1763
115,1.8093395233154297,1.6199239429697896,1.62671868239408,1.4890425758587764,4.573358535766602,2.6061801668856037,2.4800672832361443,3.1175434589385986,2.687873155431058,2.5588229950016923,0:00:00.253995,32,0.1,1763
116,2.3332438468933105,1.5473192421544126,1.5580194502474125,1.4112492435768058,4.8061203956604,2.6061801668856037,2.4800672832361443,3.045914649963379,2.687873155431058,2.5588229950016923,0:00:00.238001,32,0.1,1763
117,2.8696908950805664,1.5484661847062815,1.5595564016301207,1.42135992211531,4.246265411376953,2.6061801668856037,2.4800672832361443,2.944895029067993,2.687873155431058,2.5588229950016923,0:00:00.264001,32,0.1,1763
118,1.6976872682571411,1.346693685294464,1.3563655979216764,1.220964480873528,3.6629161834716797,2.6061801668856037,2.4800672832361443,2.925537109375,2.687873155431058,2.5588229950016923,0:00:00.291001,32,0.1,1763
119,3.0990960597991943,1.8419671883192728,1.851791455484057,1.7000918819753332,3.354623794555664,2.6061801668856037,2.4800672832361443,2.9313974380493164,2.687873155431058,2.5588229950016923,0:00:00.221006,32,0.1,1763
120,1.5816771984100342,1.3503728618497184,1.3589330606150305,1.2318431431557817,3.1699962615966797,2.6061801668856037,2.4800672832361443,2.9094691276550293,2.687873155431058,2.5588229950016923,0:00:00.248997,32,0.1,1763
121,2.7101995944976807,1.6851885090205343,1.6933901706942216,1.553067098585306,3.0765669345855713,2.6061801668856037,2.4800672832361443,2.885349750518799,2.687873155431058,2.5588229950016923,0:00:00.244999,32,0.1,1763
122,1.676032543182373,1.060948587812963,1.0790299736362825,0.9402561618687155,3.6303510665893555,2.6061801668856037,2.4800672832361443,2.9844300746917725,2.687873155431058,2.5588229950016923,0:00:00.241001,32,0.1,1763
123,1.6833730936050415,1.5666814885758968,1.5847375238821948,1.4373514511374827,4.499048709869385,2.6061801668856037,2.4800672832361443,3.022486448287964,2.687873155431058,2.5588229950016923,0:00:00.246999,32,0.1,1763
124,2.5119450092315674,1.6374103053827147,1.64385742486444,1.5040176921785613,5.0127363204956055,2.6061801668856037,2.4800672832361443,2.8925061225891113,2.687873155431058,2.5588229950016923,0:00:00.344999,32,0.1,1763
125,2.7308287620544434,1.4410160928184454,1.448968374688415,1.3088104373454508,4.674650192260742,2.6061801668856037,2.4800672832361443,2.981910228729248,2.687873155431058,2.5588229950016923,0:00:00.290002,32,0.1,1763
126,1.7163130044937134,1.6185242349372795,1.6281381444646157,1.4897184959363785,4.473921298980713,2.6061801668856037,2.4800672832361443,3.0820863246917725,2.687873155431058,2.5588229950016923,0:00:00.290999,32,0.1,1763
127,2.2860231399536133,1.5140576077151344,1.522248374676902,1.385896035312193,4.41401481628418,2.6061801668856037,2.4800672832361443,3.0952794551849365,2.687873155431058,2.5588229950016923,0:00:00.256998,32,0.1,1763
